id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;id_reservatorio
N;Norte;Fio dagua;AMAZONAS;MANAUS-AMAPA;STO ANTONIO DO JARI;17;286;2021-01-01;29.17000000;2.83000000;;378.73000000;383.00000000;0E-8;2.00000000;385.00000000;;372.39999390;;372.39999390;0.38100000;0.83100000;AMSAJ
N;Norte;Fio dagua;AMAZONAS;BELO MONTE;BELO MONTE;18;288;2021-01-01;96.42000000;3.22000000;;0E-8;2249.00000000;0E-8;0E-8;2202.00000000;0E-8;0E-8;1369.93994141;0E-8;0E-8;;AMUSBM
N;Norte;Fio dagua;AMAZONAS;BELO MONTE;PIMENTAL;19;314;2021-01-01;96.54000000;82.97000000;;3469.20996094;1206.00000000;0E-8;12.00000000;1219.00000000;3715.00000000;3487.13989258;2117.19995117;3487.13989258;0E-8;5.98550000;AMUSPM
N;Norte;Fio dagua;TOCANTINS;NORTE;ESTREITO;211;267;2021-01-01;154.22999573;131.34000000;;2813.04003906;1859.00000000;0E-8;;1859.00000000;;2579.33007813;;1208.16003418;4.64600000;9.09650000;TOUHET
N;Norte;Reservatório com Usina;TOCANTINS;NORTE;TUCURUI;212;275;2021-01-01;61.63000107;4.88000000;28.20000076;6790.33984375;3654.00000000;0E-8;0E-8;3654.00000000;0E-8;6107.99023438;;3422.79003906;7.05900000;25.81520000;TOTUCU
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;GUAPORE;4;196;2021-01-01;479.17000000;304.20000000;;33.41999817;31.00000000;0E-8;3.00000000;34.00000000;0E-8;34.22999954;;34.22999954;0.03500000;0.04000000;AMUGUA
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;JIRAU;5;285;2021-01-01;87.80000000;72.49000000;;15666.70019531;15559.20996094;0E-8;107.48999786;15666.70019531;0E-8;16237.50976563;;16237.50976563;-7.55100000;59.08450000;AMUHJI
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;SANTO ANTONIO;6;287;2021-01-01;71.30000000;52.02000000;;15917.44000000;15870.00000000;0E-8;14.00000000;15884.00000000;0E-8;16149.25976563;;339.35000610;-9.70300000;59.08450000;AMUSSN
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;MADEIRA;SAMUEL;7;279;2021-01-01;78.09999847;53.46000000;0E-8;350.39999390;194.28999329;0E-8;0E-8;194.28999329;0E-8;329.10000610;;329.10000610;1.56900000;0.35000000;AMSU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;MADEIRA;RONDON II;8;276;2021-01-01;264.84000000;204.42000000;27.71000000;98.93000000;61.00000000;0E-8;27.00000000;88.00000000;0E-8;104.12000000;;104.12000000;0.96800000;0.24000000;AMUHRD
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;DARDANELOS;9;310;2021-01-01;213.52000000;114.15000000;;203.99000000;172.00000000;32.00000000;0E-8;204.00000000;0E-8;204.16000000;;204.16000000;0.00400000;0.17000000;AMDA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;TELES PIRES;SINOP;11;227;2021-01-01;298.92000000;271.75000000;60.66000000;709.41000000;0E-8;372.00000000;0E-8;372.00000000;0E-8;695.40002441;;695.40002441;0E-8;3.40000000;AMSNPE
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;COLIDER;12;228;2021-01-01;271.76998901;248.33000000;;419.95999146;483.00000000;0E-8;9.00000000;483.58999634;;773.29998779;;64.59999847;0E-8;3.40000000;AMCLR
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;TELES PIRES;14;229;2021-01-01;220.41999817;162.78000000;;1564.89001465;1582.00000000;0E-8;0E-8;1582.00000000;0E-8;1880.13000488;;1197.80004883;2.53900000;3.45710000;AMUHTP
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;SAO MANOEL;15;230;2021-01-01;161.41999817;135.83000000;;1636.57995605;1658.00000000;0E-8;;1658.00000000;;1879.80004883;;10.88000011;0E-8;3.46000000;AMUSMA
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;CANDONGA;22;139;2021-01-01;312.74000000;278.17000000;;114.10000000;0E-8;115.00000000;;115.00000000;0E-8;111.19000244;;111.19000244;-0.02300000;0.73000000;DCUHEC
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;GUILM. AMORIM;23;192;2021-01-01;494.02999878;177.03000000;;46.41999817;47.00000000;0E-8;0E-8;47.00000000;0E-8;88.01000214;;88.01000214;-0.01200000;0.56000000;PCGAMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SA CARVALHO;24;193;2021-01-01;372.17001343;256.25000000;;51.06999969;52.00000000;0E-8;;52.00000000;;87.34999847;;1.98000002;-0.00200000;0.57000000;DCSCAR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;DOCE;SUDESTE;SANTONIO CM;25;193;2021-01-01;361.51000000;;;97.00000000;;24.00000000;;99.00000000;75.00000000;;;;;;DCSACM
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SALTO GRANDE CM;26;134;2021-01-01;353.10998535;;;81.55999756;73.00000000;0E-8;;73.00000000;;128.83999634;;128.83999634;-0.08500000;0.17000000;SASGCM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;DOCE;SUDESTE;PORTO ESTRELA;27;135;2021-01-01;256.98000000;205.13000000;92.00000000;93.47000000;90.00000000;0E-8;0E-8;90.00000000;0E-8;129.69999695;;0E-8;-0.04600000;0.19000000;DCPORT
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;BAGUARI;28;141;2021-01-01;184.64000000;165.66000000;;426.55999756;425.10998535;0E-8;;425.10998535;;454.58999634;;120.05000305;-0.04300000;3.39000000;DCUBAG
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;AIMORES;29;143;2021-01-01;89.76999664;60.75000000;;557.34002686;555.00000000;0E-8;16.00000000;571.00000000;;523.22998047;;51.34000015;-0.15200000;4.49290000;DCAIMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;MASCARENHAS;30;144;2021-01-01;59.85000000;39.12000000;;700.64001465;693.00000000;0E-8;;693.00000000;;617.22998047;;91.87999725;-0.05000000;5.07970000;DCMASC
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CAMARGOS;31;1;2021-01-01;907.17000000;885.79000000;45.86000000;198.75000000;180.00000000;0E-8;;180.00000000;;196.08000183;;196.08000183;0.11900000;0.20190000;GRCAMA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;ITUTINGA;32;2;2021-01-01;885.74000000;857.66000000;;189.36700000;186.00000000;0E-8;;186.00000000;;196.08000183;;0E-8;;;GRITUT
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;FUNIL-MG;33;4;2021-01-01;807.94000244;766.63000000;;343.86999512;336.00000000;0E-8;;336.00000000;;394.51998901;;173.00000000;0.17500000;0.82190000;GRFUNI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;FURNAS;34;6;2021-01-01;754.70000000;670.74000000;17.18000000;1132.12000000;293.00000000;0E-8;0E-8;293.00000000;0E-8;1631.70996094;;1136.38000000;6.95600000;3.82420000;GRFURN
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;M. MORAES;35;7;2021-01-01;658.80999756;621.54000000;37.93000031;401.32998657;318.00000000;0E-8;0E-8;318.00000000;0E-8;1862.36999512;;148.85000610;1.71600000;4.39970000;GRMMOR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;L. C. BARRETO;36;8;2021-01-01;621.68000000;557.26000000;;307.54000000;219.00000000;0E-8;0E-8;219.00000000;0E-8;1900.61999512;;34.34999847;0.34400000;4.46420000;GRLCBA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;JAGUARA;37;9;2021-01-01;557.29000000;511.93000000;;248.28000000;283.00000000;0E-8;;283.00000000;;1911.42004395;;14.21000004;0.27800000;4.49970000;GRJAGU
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;IGARAPAVA;38;10;2021-01-01;511.94000244;494.36000000;;317.77999878;301.00000000;0E-8;2.00000000;301.00000000;;1937.93994141;;40.66999817;0.45700000;4.60420000;GRIGAR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;VOLTA GRANDE;39;11;2021-01-01;494.26000977;393.24000000;;353.54000854;515.00000000;0E-8;;515.00000000;;1995.14001465;;90.80999756;1.85900000;4.78420000;GRVGRA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;P. COLOMBIA;40;12;2021-01-01;465.91000366;443.05000000;;656.66998291;565.00000000;0E-8;0E-8;565.00000000;0E-8;2117.91992188;;170.21000671;1.38900000;6.24550000;GRPCOL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CACONDE;41;14;2021-01-01;840.90000000;750.40000000;33.69000000;92.37000000;33.00000000;0E-8;0E-8;33.00000000;0E-8;91.55000000;;91.55000000;0.16300000;0.39000000;PDCACO
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;E. DA CUNHA;42;15;2021-01-01;664.20000000;577.24000000;;88.65000000;89.00000000;0E-8;0E-8;89.00000000;0E-8;155.41000000;;57.80000000;0.01100000;0.65000000;PDECUN
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;LIMOEIRO;43;16;2021-01-01;572.25000000;546.86000000;;83.22000000;86.00000000;0E-8;0E-8;86.00000000;0E-8;160.00000000;;2.33000000;;;PDLIMO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;MARIMBONDO;44;17;2021-01-01;431.42999268;381.02000000;14.85999966;1531.73999023;916.00000000;0E-8;0E-8;916.00000000;0E-8;2871.68994141;;749.34997559;1.88100000;14.58580000;GRMARI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;A. VERMELHA;45;18;2021-01-01;374.58600000;326.06000000;10.11000000;1255.71000000;1140.00000000;0E-8;0E-8;1140.00000000;0E-8;2736.28002930;;247.03999329;3.57700000;17.57130000;GRAGVL
SE;Sudeste/Centro-Oeste;Fio dagua;ITABAPOANA;SUDESTE;ROSAL;65;217;2021-01-01;554.92000000;360.97000000;;32.50000000;32.00000000;0E-8;2.00000000;34.00000000;;30.96999931;;30.96999931;-0.00200000;0.11000000;ITRSL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;JEQUITINHONHA;SUDESTE;IRAPE;66;148;2021-01-01;490.98000000;330.65000000;41.35000000;64.00000000;52.00000000;0E-8;;52.00000000;;70.05000305;;70.05000305;-0.68400000;0.13000000;JEIRAP
SE;Sudeste/Centro-Oeste;Fio dagua;MUCURI;SUDESTE;STA.CLARA-MG;76;283;2021-01-01;85.77999878;34.00000000;;37.18000031;32.90000153;0E-8;1.00000000;32.90000153;6.00000000;37.43000031;;37.43000031;-0.04900000;0.60290000;MUSCLA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;PARAIBUNA;79;121;2021-01-01;700.79998779;624.75000000;25.81999969;74.95999908;19.00000000;0E-8;0E-8;19.00000000;;69.44999695;;69.44999695;-1.98900000;0.13000000;PBPARA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SANTA BRANCA;80;122;2021-01-01;614.42000000;575.81000000;43.81000000;27.22000000;31.00000000;0E-8;0E-8;31.00000000;0E-8;83.15000153;;10.10000038;-0.16400000;0.16000000;PBSTAB
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;JAGUARI;81;120;2021-01-01;612.25000000;556.04000000;37.00000000;34.90000000;4.00000000;0E-8;0E-8;4.00000000;0E-8;39.06999969;;39.06999969;-0.48200000;0.10000000;PBJAGU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;FUNIL;82;123;2021-01-01;458.48999023;395.75000000;54.61999893;212.97999573;333.00000000;0E-8;0E-8;333.00000000;0E-8;443.14001465;;218.38000488;-0.43600000;6.24940000;PBFUNI
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;SANTA CECILIA;83;125;2021-01-01;352.90000000;350.22000000;;497.23000000;;337.00000000;0E-8;337.00000000;160.00000000;660.64001465;;158.39999390;-0.00400000;6.86480000;PBSTAC
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PICADA;84;126;2021-01-01;659.22000000;526.51000000;;49.19000000;47.00000000;2.00000000;1.00000000;50.00000000;;49.24000000;;49.24000000;-0.01200000;0.06000000;PBPCDA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SOBRAGI;85;127;2021-01-01;437.65000000;356.02000000;;90.12000000;78.00000000;10.00000000;2.00000000;90.00000000;;99.41999817;;48.52999878;-0.00100000;0.79550000;PUSOBR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;ANTA;86;128;2021-01-01;251.30000000;234.66000000;80.00000000;647.52001953;178.00000000;160.00000000;0E-8;338.00000000;307.12000000;937.63000488;764.29998779;187.86999512;;8.62320000;PBANTA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SIMPLICIO;87;129;2021-01-01;247.60000000;139.70000000;;307.16000000;307.00000000;0E-8;0E-8;307.00000000;0E-8;0E-8;307.12000000;0E-8;;;PBUSSI
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;ILHA POMBOS;88;130;2021-01-01;139.56000000;109.53000000;;818.04000000;763.00000000;54.00000000;0E-8;817.00000000;0E-8;1013.26000977;839.92999268;76.36000061;0.01900000;8.76420000;PBILHP
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SANTANA;89;181;2021-01-01;362.71000000;;53.16000000;-7.06000000;;0E-8;0E-8;0E-8;165.00000000;13.32999992;164.24000549;4.23999977;;;RPSANT
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;VIGARIO;90;182;2021-01-01;397.92000000;361.80000000;;178.87600000;;0E-8;0E-8;175.00000000;;4.00000000;164.24000549;;;0E-8;PBVIG
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;NILO PEÇANHA;91;131;2021-01-01;397.84000000;87.08000000;;122.00000000;122.00000000;0E-8;0E-8;122.00000000;0E-8;4.28000021;144.00000000;;0E-8;0.03000000;RLNPEC
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;TOCOS;92;180;2021-01-01;442.90000000;;18.28000000;36.61000000;0E-8;0E-8;;38.00000000;38.00000000;9.10000038;;9.10000038;;0.03000000;RPTOCO
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;LAJES;93;124;2021-01-01;413.37000000;;89.14000000;37.43000031;;0E-8;0E-8;24.00000000;0E-8;4.28000021;13.38000011;4.28000021;-0.30600000;0.03000000;RLLAJE
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;FONTES;94;132;2021-01-01;397.84000000;;;37.43000031;53.00000000;;0E-8;53.00000000;;4.28000021;33.61000061;;0E-8;0.03000000;RLFONT
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PEREIRA PASSOS;95;133;2021-01-01;86.19000000;48.35000000;;37.43000031;179.00000000;0E-8;0E-8;179.00000000;0E-8;4.28000021;177.61000061;;-0.01400000;0.03000000;RLPPAS
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;BARRA BRAUNA;96;185;2021-01-01;150.73000000;126.23000000;;81.00000000;80.00000000;0E-8;;80.00000000;;81.33000183;;;;;PBBBRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;BATALHA;106;20;2021-01-01;791.80000000;754.76000000;34.42000000;86.03000000;35.00000000;0E-8;0E-8;35.00000000;0E-8;91.80000305;;91.80000305;0.27400000;0.12900000;PNUSBL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;S.DO FACÃO;107;21;2021-01-01;735.86400000;674.60000000;9.71000000;88.06000000;93.00000000;0E-8;0E-8;93.00000000;0E-8;149.61000061;;57.47000122;0.79600000;0.19000000;PNUHSF
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;EMBORCAÇÃO;108;24;2021-01-01;621.91000000;519.73000000;8.72000000;352.57998657;145.05999756;0E-8;;145.05999756;;393.63000488;;241.75999451;0.75200000;1.02030000;PREMBO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;NOVA PONTE;109;25;2021-01-01;783.04200000;695.56000000;10.90000000;267.85998535;145.28999329;0E-8;;145.28999329;;266.14999390;;266.14999390;1.90300000;0.70000000;PRNPON
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;MIRANDA;110;26;2021-01-01;695.08000000;624.24000000;68.43000000;191.58000000;266.00000000;0E-8;;266.00000000;;279.98999023;;12.92000008;0.37600000;0.76000000;ARMIRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;C.BRANCO-1;111;27;2021-01-01;623.61000000;565.86000000;43.78000000;313.92001343;306.00000000;0E-8;10.00000000;316.00000000;;285.91000366;;1.61000001;0.19700000;0.77000000;PNCPB1
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C.BRANCO-2;112;28;2021-01-01;564.86000000;518.03000000;;308.00000000;308.00000000;0E-8;;308.00000000;;300.13000488;;3.88000011;0.32600000;0.79000000;PNCPB2
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-4;113;29;2021-01-01;838.76600000;770.85000000;29.50000000;75.31999969;36.34000015;9.75000000;;46.09000015;;79.59000000;;79.59000000;2.25200000;0.59000000;PNUCB4
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-3;114;203;2021-01-01;769.09000000;729.00000000;24.90000000;96.83000000;0E-8;26.00000000;0E-8;26.00000000;0E-8;104.89000000;;23.42000000;0.63100000;0.70000000;PNUCB3
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA;115;30;2021-01-01;579.65000000;515.48000000;28.32000000;222.59000000;119.00000000;0E-8;0E-8;119.00000000;0E-8;329.29000000;;210.77000427;0.17500000;1.38000000;COCORU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ITUMBIARA;116;31;2021-01-01;499.15600000;434.26000000;10.17000000;801.81000000;565.00000000;0E-8;0E-8;565.00000000;0E-8;1393.22998047;;304.57000732;2.26100000;4.96190000;PRITUM
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C. DOURADA;117;32;2021-01-01;431.10000610;396.07000000;;614.40997314;468.00000000;0E-8;;468.00000000;;1502.98999023;;62.11999893;0.63000000;5.26190000;PRCDOU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;SÃO SIMÃO;118;33;2021-01-01;391.81000000;325.72000000;10.85000000;1382.83000000;1112.00000000;0E-8;;1112.00000000;;2364.51000977;;775.95001221;3.61400000;12.12940000;PRSSIM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CACU;119;311;2021-01-01;476.51000977;448.81000000;74.58000183;153.69999695;165.00000000;0E-8;0E-8;165.00000000;0E-8;143.55000305;;143.55000305;0.12800000;0.37000000;PNCACU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;B.COQUEIROS;120;312;2021-01-01;447.39999390;410.50000000;;218.58000183;136.00000000;54.00000000;0E-8;190.00000000;0E-8;153.91000366;;5.94000006;0.19500000;0.39000000;PNUHBC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;FOZ DO RIO CLARO;121;315;2021-01-01;353.84000000;326.50000000;;180.32000000;172.00000000;0E-8;0E-8;172.00000000;0E-8;173.30000305;;11.07999992;-0.05600000;0.43550000;PNUFRC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;SALTO;122;262;2021-01-01;446.48001099;395.79000000;;179.50999451;220.91999817;0E-8;0E-8;220.91999817;0E-8;181.86999512;;181.86999512;0.64300000;0.25550000;PNST
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;S.R.VERDINHO;123;241;2021-01-01;370.52000000;326.61000000;;196.64999390;212.00000000;0E-8;;212.00000000;0E-8;215.72000122;;15.17000008;0.33000000;0.29550000;PNSV
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ESPORA;124;290;2021-01-01;578.19000000;530.77000000;16.14000000;61.13000000;52.00000000;0E-8;0E-8;52.00000000;0E-8;62.22000122;;62.22000122;0.13700000;0.07000000;PNUHES
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;JURUMIRIM;128;47;2021-01-01;561.14600000;531.66000000;15.17000000;174.93000000;96.00000000;0E-8;0E-8;96.00000000;0E-8;173.57000000;;173.57000000;4.62300000;1.01000000;PPJURU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;PIRAJU;129;48;2021-01-01;531.48000000;505.02000000;;115.82000000;111.00000000;0E-8;1.00000000;112.00000000;0E-8;182.31000000;;7.40000000;0.20100000;1.07000000;PPPJU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;CHAVANTES;131;49;2021-01-01;466.20000000;398.43000000;9.59000000;255.85000000;185.00000000;0E-8;0E-8;185.00000000;0E-8;335.98999023;;153.57000732;3.34100000;1.84100000;PPCHAV
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;OURINHOS;132;249;2021-01-01;398.18000000;385.89000000;;179.52000000;176.00000000;0E-8;3.00000000;179.00000000;0E-8;339.10000610;;4.23000002;0.06000000;1.87190000;PPORI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;SALTO GRANDE CS;133;50;2021-01-01;384.35998535;366.02000000;;318.51998901;119.00000000;192.00000000;0E-8;311.00000000;0E-8;443.57998657;;106.22000122;0.16100000;3.31390000;PPSGCS
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;CANOAS II;134;51;2021-01-01;366.01000000;351.11000000;;290.88000000;280.00000000;0E-8;0E-8;280.00000000;0E-8;447.85000610;;8.32999992;0.29200000;3.53450000;PPCNO2
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;CANOAS I;135;52;2021-01-01;350.93000000;333.81000000;;292.77999878;276.00000000;0E-8;0E-8;276.00000000;0E-8;461.11999512;;17.75000000;0.30400000;3.84230000;PPCNO1
