id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;id_reservatorio
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;;SINOP;11;227;2018-03-07;0E-8;;;1639.19000000;;1639.19000000;;1639.19000000;;1634.70000000;;1421.08000000;;;AMSNPE
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;COLIDER;12;228;2018-03-07;271.77000000;250.86000000;;1805.14000000;0E-8;1880.00000000;0E-8;1880.00000000;;1792.13000000;;136.41000000;0E-8;;AMCLR
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;TELES PIRES;14;229;2018-03-07;220.44000000;166.90000000;;5429.00000000;3993.00000000;1436.00000000;0E-8;5429.00000000;0E-8;5349.02000000;;3856.26000000;2.69900000;8.71290000;AMUHTP
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;SAO MANOEL;15;230;2018-03-07;161.23000000;139.48000000;;5311.46000000;1350.00000000;3621.00000000;;5390.00000000;;5416.05000000;;35.02000000;0E-8;;AMUSMA
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;CANDONGA;22;139;2018-03-07;312.85000000;;;150.14000000;;145.63000000;;145.63000000;;150.96000000;;150.96000000;0.00100000;0.81430000;DCUHEC
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;GUILM. AMORIM;23;192;2018-03-07;494.98000000;377.91000000;;129.08000000;123.00000000;3.00000000;0E-8;127.00000000;0E-8;148.27000000;;148.27000000;0E-8;0.57710000;PCGAMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SA CARVALHO;24;193;2018-03-07;372.88000000;256.97000000;;121.00000000;76.00000000;47.00000000;;121.00000000;;150.00000000;;6.15000000;0.00100000;0.58000000;DCSCAR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;DOCE;SUDESTE;SANTONIO CM;25;193;2018-03-07;361.61000000;;;173.00000000;;112.00000000;;174.00000000;64.00000000;;;;;;DCSACM
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SALTO GRANDE CM;26;134;2018-03-07;355.44000000;;;194.33000000;74.00000000;0E-8;;74.00000000;;194.59000000;;194.59000000;0.01800000;0.24290000;SASGCM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;DOCE;SUDESTE;PORTO ESTRELA;27;135;2018-03-07;256.26000000;205.78000000;84.00000000;165.81000000;176.00000000;0E-8;0E-8;176.00000000;0E-8;202.74000000;;5.28000000;0.01600000;0.26290000;DCPORT
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;BAGUARI;28;141;2018-03-07;184.72000000;166.14000000;;827.32000000;751.00000000;0E-8;;834.83000000;;614.90000000;;127.05000000;0.14900000;4.38000000;DCUBAG
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;AIMORES;29;143;2018-03-07;89.85000000;61.84000000;;814.45000000;826.00000000;16.00000000;0E-8;842.00000000;;817.22000000;;200.03000000;0.12900000;6.37570000;DCAIMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;MASCARENHAS;30;144;2018-03-07;59.94000000;40.08000000;;954.25000000;885.00000000;63.00000000;;948.00000000;;918.13000000;;101.12000000;-0.02700000;8.20290000;DCMASC
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CAMARGOS;31;1;2018-03-07;909.29000000;885.77000000;63.90000000;122.39000000;46.00000000;0E-8;;46.00000000;;119.78000000;;119.78000000;0.49800000;0.32710000;GRCAMA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;ITUTINGA;32;2;2018-03-07;885.66000000;856.27000000;;54.06100000;55.00000000;0E-8;;55.00000000;;119.78000000;;0E-8;;;GRITUT
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;FUNIL-MG;33;4;2018-03-07;807.87000000;767.38000000;;252.74000000;235.00000000;0E-8;;237.00000000;;338.16000000;;210.05000000;0.33800000;1.64860000;GRFUNI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;FURNAS;34;6;2018-03-07;757.04200000;669.26000000;27.86000000;908.71000000;277.00000000;0E-8;0E-8;277.00000000;0E-8;987.60000000;;608.55000000;5.56000000;6.77000000;GRFURN
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;M. MORAES;35;7;2018-03-07;657.88000000;621.26000000;31.23000000;400.00000000;900.00000000;0E-8;0E-8;900.00000000;0E-8;1180.28000000;;124.97000000;0.87800000;7.68710000;GRMMOR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;L. C. BARRETO;36;8;2018-03-07;620.95000000;558.10000000;;932.04000000;906.00000000;0E-8;0E-8;906.00000000;0E-8;1224.17000000;;28.84000000;0.22900000;7.81430000;GRLCBA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;JAGUARA;37;9;2018-03-07;557.42000000;513.00000000;;906.34000000;919.00000000;0E-8;;934.12000000;;1239.65000000;;11.93000000;0.17100000;7.92290000;GRJAGU
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;IGARAPAVA;38;10;2018-03-07;511.98000000;495.19000000;;976.10000000;993.00000000;0E-8;0E-8;993.00000000;;1272.29000000;;34.14000000;0.34200000;8.13000000;GRIGAR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;VOLTA GRANDE;39;11;2018-03-07;494.54000000;466.67000000;;1053.30000000;1007.00000000;0E-8;;1007.00000000;;1330.46000000;;76.24000000;1.31200000;9.12860000;GRVGRA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;P. COLOMBIA;40;12;2018-03-07;467.04000000;444.45000000;;1172.33000000;788.00000000;602.00000000;0E-8;1389.00000000;0E-8;1486.03000000;;180.14000000;1.07500000;13.16860000;GRPCOL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CACONDE;41;14;2018-03-07;842.38000000;750.30000000;38.81000000;46.58000000;32.00000000;0E-8;;32.00000000;0E-8;50.34000000;;50.34000000;0.18400000;0.49430000;PDCACO
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;E. DA CUNHA;42;15;2018-03-07;664.19000000;576.46000000;;68.15000000;70.00000000;0E-8;;70.00000000;0E-8;82.73000000;;31.78000000;0.00800000;1.33710000;PDECUN
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;LIMOEIRO;43;16;2018-03-07;572.27000000;546.58000000;;63.12000000;60.00000000;0E-8;;60.00000000;0E-8;84.34000000;;1.24000000;;;PDLIMO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;MARIMBONDO;44;17;2018-03-07;443.59000000;381.16000000;78.71000000;1777.50000000;965.00000000;0E-8;0E-8;965.00000000;0E-8;2079.31000000;;518.35000000;3.31000000;31.76140000;GRMARI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;A. VERMELHA;45;18;2018-03-07;379.88000000;327.89000000;60.00000000;1401.09000000;1271.00000000;0E-8;0E-8;1271.00000000;0E-8;2465.65000000;;357.51000000;5.37100000;34.48710000;GRAGVL
SE;Sudeste/Centro-Oeste;Fio dagua;ITABAPOANA;SUDESTE;ROSAL;65;217;2018-03-07;555.50000000;361.04000000;;56.03000000;16.00000000;42.10000000;2.00000000;58.00000000;;56.18000000;;56.18000000;0.01700000;0.12570000;ITRSL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;JEQUITINHONHA;SUDESTE;IRAPE;66;148;2018-03-07;487.71000000;330.18000000;33.41000000;200.51000000;35.00000000;0E-8;;35.00000000;;201.45000000;;201.45000000;0.70400000;0.23860000;JEIRAP
SE;Sudeste/Centro-Oeste;Fio dagua;MUCURI;SUDESTE;STA.CLARA-MG;76;283;2018-03-07;85.90000000;33.28000000;;50.94000000;58.00000000;0E-8;0E-8;58.00000000;0E-8;51.85000000;;51.85000000;0.05600000;0.85140000;MUSCLA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;PARAIBUNA;79;121;2018-03-07;704.93000000;625.05000000;46.08000000;78.80000000;31.00000000;0E-8;0E-8;31.00000000;;78.60000000;;78.60000000;-0.33200000;0.13000000;PBPARA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SANTA BRANCA;80;122;2018-03-07;616.75000000;575.71000000;59.12000000;39.45000000;32.00000000;0E-8;;32.00000000;;105.51000000;;26.93000000;0.02100000;0.15000000;PBSTAB
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;JAGUARI;81;120;2018-03-07;615.92000000;556.00000000;55.84000000;30.80000000;6.00000000;0E-8;0E-8;6.00000000;4.66000000;30.05000000;;30.05000000;-0.11300000;0.10000000;PBJAGU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;FUNIL;82;123;2018-03-07;461.35000000;396.10000000;69.77000000;330.70000000;366.00000000;0E-8;0E-8;366.00000000;0E-8;438.84000000;;279.14000000;-0.27000000;5.40710000;PBFUNI
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;SANTA CECILIA;83;125;2018-03-07;352.89000000;350.06000000;;444.83000000;;293.47000000;;293.47000000;153.10000000;557.35000000;;169.44000000;0.00800000;6.00430000;PBSTAC
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PICADA;84;126;2018-03-07;659.35000000;526.72000000;;60.73000000;48.00000000;13.00000000;2.00000000;62.00000000;;60.78000000;;60.78000000;-0.00300000;0.05290000;PBPCDA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SOBRAGI;85;127;2018-03-07;437.54000000;355.70000000;;113.88000000;65.00000000;34.00000000;3.00000000;114.00000000;;113.07000000;;49.45000000;-0.00100000;0.74860000;PUSOBR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;ANTA;86;128;2018-03-07;251.26000000;232.00000000;76.00000000;681.30000000;0E-8;333.00000000;0E-8;333.00000000;317.12000000;1020.42000000;827.06000000;158.88000000;;7.69000000;PBANTA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SIMPLICIO;87;129;2018-03-07;246.91000000;139.62000000;;317.16000000;317.00000000;0E-8;0E-8;317.00000000;0E-8;0.37000000;317.12000000;0E-8;;;PBUSSI
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;ILHA POMBOS;88;130;2018-03-07;140.00000000;108.32000000;;868.88000000;744.00000000;103.00000000;;847.00000000;;1247.21000000;1053.85000000;129.94000000;0.04900000;7.84860000;PBILHP
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SANTANA;89;181;2018-03-07;362.92000000;;63.12000000;9.49000000;;0E-8;;0E-8;;33.36000000;170.60000000;10.60000000;;;RPSANT
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;VIGARIO;90;182;2018-03-07;397.93000000;362.34000000;;144.29500000;;0E-8;;145.00000000;;62.00000000;170.60000000;;;0E-8;PBVIG
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;NILO PEÇANHA;91;131;2018-03-07;;;;135.00000000;135.00000000;;;135.00000000;;9.25000000;144.00000000;;;0.03000000;RLNPEC
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;TOCOS;92;180;2018-03-07;448.77000000;;124.73000000;27.36000000;;0.80000000;-22.00000000;22.50000000;21.70000000;22.76000000;;22.76000000;;0.03000000;RPTOCO
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;LAJES;93;124;2018-03-07;414.64000000;;97.56000000;26.48000000;;0E-8;;9.00000000;-21.00000000;9.25000000;32.01000000;9.25000000;-0.19200000;0.03000000;RLLAJE
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;FONTES;94;132;2018-03-07;;;;26.48000000;23.00000000;;;23.00000000;;9.25000000;43.60000000;;;0.03000000;RLFONT
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PEREIRA PASSOS;95;133;2018-03-07;85.88000000;48.20000000;;26.48000000;163.00000000;0E-8;;163.00000000;;9.25000000;187.60000000;;-0.00700000;0.03000000;RLPPAS
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;BARRA BRAUNA;96;185;2018-03-07;;;;;;;;;;216.78999329;;;;;PBBBRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;BATALHA;106;20;2018-03-07;796.76000000;755.42000000;71.04000000;110.15000000;71.00000000;0E-8;0E-8;71.00000000;0E-8;129.61000000;;129.61000000;1.11600000;1.20140000;PNUSBL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;S.DO FACÃO;107;21;2018-03-07;744.88000000;674.90000000;42.64000000;157.02000000;140.00000000;0E-8;0E-8;140.00000000;0E-8;212.55000000;;81.14000000;1.00500000;1.69000000;PNUHSF
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;EMBORCAÇÃO;108;24;2018-03-07;627.77000000;520.69000000;17.49000000;425.41000000;254.00000000;0E-8;;254.00000000;;511.33000000;;290.55000000;0.95300000;4.59430000;PREMBO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;NOVA PONTE;109;25;2018-03-07;788.89000000;696.29000000;21.45000000;236.83000000;191.00000000;0E-8;;191.00000000;;246.63000000;;246.63000000;1.42800000;1.72290000;PRNPON
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;MIRANDA;110;26;2018-03-07;695.15000000;624.37000000;70.80000000;234.29000000;357.00000000;0E-8;;360.79000000;;253.93000000;;15.29000000;0.25400000;1.89710000;ARMIRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;C.BRANCO-1;111;27;2018-03-07;623.46000000;565.09000000;22.47000000;365.33000000;349.00000000;0E-8;8.00000000;357.00000000;;255.18000000;;1.91000000;0.14600000;2.24860000;PNCPB1
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C.BRANCO-2;112;28;2018-03-07;564.90000000;518.19000000;;372.00000000;372.00000000;0E-8;;372.00000000;;260.25000000;;4.59000000;0.25000000;3.09290000;PNCPB2
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-4;113;29;2018-03-07;841.56400000;771.67000000;80.06000000;140.21000000;76.00000000;8.00000000;;84.00000000;0E-8;143.47000000;;143.47000000;1.09400000;0.80570000;PNUCB4
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-3;114;203;2018-03-07;771.41000000;729.67000000;83.72000000;123.61000000;187.00000000;2.00000000;;189.00000000;0E-8;183.15000000;;44.23000000;0.49700000;1.00570000;PNUCB3
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA;115;30;2018-03-07;594.00000000;517.52000000;94.11000000;532.05000000;567.00000000;0E-8;0E-8;567.00000000;0E-8;567.99000000;;398.09000000;0.27700000;2.65140000;COCORU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ITUMBIARA;116;31;2018-03-07;508.50000000;435.34000000;41.59000000;1457.39000000;1106.00000000;0E-8;0E-8;1106.00000000;0E-8;1722.19000000;;360.43000000;2.31000000;16.80290000;PRITUM
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C. DOURADA;117;32;2018-03-07;430.41000000;398.95000000;;1240.67000000;1674.00000000;0E-8;;1674.00000000;;1811.22000000;;78.21000000;0.45900000;17.16860000;PRCDOU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;SÃO SIMÃO;118;33;2018-03-07;399.74000000;327.98000000;86.13000000;2840.22000000;2257.00000000;0E-8;;2257.00000000;;3117.23000000;;1283.46000000;4.81700000;27.73140000;PRSSIM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CACU;119;311;2018-03-07;476.53000000;449.50000000;75.61000000;237.67000000;268.00000000;0E-8;0E-8;266.00000000;0E-8;231.87000000;;231.87000000;0.09600000;0.39570000;PNCACU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;B.COQUEIROS;120;312;2018-03-07;446.52000000;411.06000000;;268.54000000;274.00000000;0E-8;0E-8;274.00000000;0E-8;243.11000000;;9.51000000;0.14800000;0.42570000;PNUHBC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;FOZ DO RIO CLARO;121;315;2018-03-07;353.94000000;328.21000000;;295.74000000;289.00000000;3.00000000;0E-8;292.00000000;0E-8;264.67000000;;16.65000000;-0.00800000;0.46570000;PNUFRC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;SALTO;122;262;2018-03-07;446.41000000;395.06000000;;184.45000000;178.00000000;0E-8;0E-8;177.59000000;0E-8;193.16000000;;193.16000000;0.54300000;0.25290000;PNST
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;S.R.VERDINHO;123;241;2018-03-07;370.44000000;327.46000000;;228.86000000;239.00000000;0E-8;;239.00000000;0E-8;209.57000000;;17.16000000;0.32100000;0.28570000;PNSV
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ESPORA;124;290;2018-03-07;582.06000000;531.10000000;72.52000000;81.95000000;76.00000000;0E-8;0E-8;76.00000000;0E-8;83.53000000;;83.53000000;0.18800000;0.07000000;PNUHES
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;JURUMIRIM;128;47;2018-03-07;566.26600000;532.35000000;76.28000000;260.33000000;270.00000000;0E-8;0E-8;270.00000000;0E-8;267.34000000;;267.34000000;5.76100000;0.98000000;PPJURU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;PIRAJU;129;48;2018-03-07;531.50000000;505.86000000;;270.00000000;269.00000000;0E-8;1.00000000;270.00000000;0E-8;273.83000000;;7.76000000;0.17900000;1.03000000;PPPJU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;CHAVANTES;131;49;2018-03-07;471.40400000;399.13000000;67.22000000;429.96000000;447.00000000;0E-8;0E-8;447.00000000;0E-8;429.73000000;;160.85000000;4.80900000;1.63140000;PPCHAV
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;OURINHOS;132;249;2018-03-07;398.05000000;386.66000000;;409.92000000;315.00000000;97.00000000;2.00000000;413.00000000;0E-8;435.26000000;;6.56000000;0.05800000;1.65140000;PPORI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;SALTO GRANDE CS;133;50;2018-03-07;384.54000000;366.74000000;;603.03000000;445.00000000;134.00000000;0E-8;580.00000000;0E-8;598.06000000;;164.64000000;0.15100000;2.54570000;PPSGCS
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;CANOAS II;134;51;2018-03-07;365.94000000;351.77000000;;582.78000000;541.00000000;49.00000000;0E-8;591.00000000;0E-8;609.43000000;;12.91000000;0.31300000;2.65290000;PPCNO2
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;CANOAS I;135;52;2018-03-07;350.97000000;334.60000000;;651.03000000;404.00000000;274.00000000;0E-8;678.00000000;0E-8;634.97000000;;27.51000000;0.38800000;2.87430000;PPCNO1
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;CAPIVARA;137;61;2018-03-07;333.55000000;285.42000000;95.52000000;1555.47000000;1480.00000000;362.00000000;0E-8;1843.00000000;0E-8;1494.55000000;;551.42000000;7.07100000;7.15290000;PPCAPI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;TAQUARUÇU;138;62;2018-03-07;283.68000000;259.51000000;;1885.00000000;1708.00000000;176.00000000;0E-8;1885.00000000;0E-8;1562.34000000;;83.25000000;0.89600000;7.45290000;PPTAQU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANAPANEMA;ROSANA;139;63;2018-03-07;257.61000000;238.29000000;;2136.54000000;1970.00000000;413.00000000;0E-8;2383.00000000;0E-8;1742.74000000;;195.19000000;2.25600000;9.28430000;PPROSA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANA;PARANA;I. SOLTEIRA;142;34;2018-03-07;327.62000000;281.12000000;91.81000000;4702.69000000;4066.00000000;0E-8;0E-8;4066.00000000;227.00000000;6898.39000000;;616.15000000;15.77500000;65.38570000;PNISOL
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PARANA;JUPIA;143;45;2018-03-07;279.59000000;258.81000000;;5852.54000000;5771.00000000;0E-8;7.00000000;5778.00000000;;8465.03000000;8399.86000000;569.19000000;4.87500000;118.70570000;PNJUPI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PARANA;SAO DOMINGOS;144;153;2018-03-07;344.94000000;310.45000000;;181.50000000;72.00000000;181.00000000;0E-8;105.00000000;0E-8;181.67000000;;181.67000000;0.17000000;;PNUHSD
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PARANA;PORTO PRIMAVERA;145;46;2018-03-07;257.21000000;237.89000000;;8074.70000000;7354.00000000;0E-8;4.00000000;7358.00000000;;10455.37000000;10390.20000000;1323.58996582;19.85400000;128.24860000;PNPPRI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;ITAIPU;ITAIPU;146;66;2018-03-07;220.33000000;;;14699.61000000;13756.00000000;1420.00000000;;15176.00000000;;17334.57000000;17269.40000000;5575.04000000;23.92700000;146.16570000;PNITAI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAGUAI;SUDESTE;MANSO;155;278;2018-03-07;284.90600000;225.77000000;74.76000000;151.51000000;342.00000000;0E-8;0E-8;342.00000000;0E-8;158.78000000;;158.78000000;5.42300000;0.20000000;PYUSMS
SE;Sudeste/Centro-Oeste;Fio dagua;PARAGUAI;SUDESTE;PONTE DE PEDRA;156;281;2018-03-07;395.90000000;151.73000000;;88.00000000;74.00000000;14.00000000;;88.00000000;;86.57000000;;86.57000000;0.13400000;0.25000000;PYPP
SE;Sudeste/Centro-Oeste;Fio dagua;PARAGUAI;SUDESTE;ITIQUIRA I;157;304;2018-03-07;411.86000000;320.24000000;;80.88000000;581.00000000;0E-8;0E-8;81.00000000;;81.09000000;;81.09000000;0.01000000;0.20000000;PYUIQ
SE;Sudeste/Centro-Oeste;Fio dagua;PARAGUAI;SUDESTE;ITIQUIRA II;158;305;2018-03-07;320.22000000;177.34000000;;80.88000000;79.00000000;0E-8;;79.00000000;;81.09000000;;0E-8;0E-8;;PYUIQ2
SE;Sudeste/Centro-Oeste;Fio dagua;PARAGUAI;SUDESTE;JAURU;159;195;2018-03-07;354.88000000;249.21000000;;96.69000000;95.00000000;0E-8;1.00000000;96.00000000;0E-8;91.56000000;;91.56000000;0.01900000;0.08000000;PYUJAU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;SAO FRANCISCO;SUDESTE;RETIRO BAIXO;172;155;2018-03-07;616.10000000;577.66000000;105.34000000;146.52000000;108.00000000;0E-8;0E-8;108.00000000;0E-8;154.49000000;;154.49000000;0.01300000;1.90000000;SFUHRB
SE;Sudeste/Centro-Oeste;Reservatório com Usina;SAO FRANCISCO;SUDESTE;TRÊS MARIAS;173;156;2018-03-07;560.93000000;514.92000000;37.67000000;755.93000000;80.00000000;0E-8;;80.00000000;;780.52000000;;631.96000000;4.74700000;6.74290000;SFTMAR
SE;Sudeste/Centro-Oeste;Reservatório com Usina;SAO FRANCISCO;SUDESTE;QUEIMADO;174;162;2018-03-07;825.64000000;637.84000000;71.66000000;31.25000000;13.00000000;0E-8;1.00000000;14.00000000;;33.92000000;;33.92000000;0.29800000;0.47570000;SFQMDO
SE;Sudeste/Centro-Oeste;Reservatório sem usina;TIETE;PARANA;PONTE NOVA;182;105;2018-03-07;763.78000000;;49.18000000;7.40500000;;0E-8;;5.00000000;;10.07000000;;10.07000000;0.01000000;3.81000000;TIPONO
SE;Sudeste/Centro-Oeste;Reservatório sem usina;TIETE;SUDESTE;BILLINGS;183;118;2018-03-07;744.76000000;;82.17000000;31.11000000;;0E-8;;20.00000000;;28.04000000;65.17000000;28.04000000;0.98600000;7.84000000;CBBILL
SE;Sudeste/Centro-Oeste;Reservatório sem usina;TIETE;SUDESTE;GUARAPIRANGA;184;117;2018-03-07;735.15000000;;79.70000000;11.85000000;;0E-8;;15.00000000;;22.33000000;;22.33000000;0.29000000;10.27000000;GPGUAR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;TIETE;PARANA;EDGARD SOUZA;185;107;2018-03-07;710.25000000;;30.85000000;180.84700000;;174.00000000;;193.00000000;;160.01000000;;180.85800000;0.01100000;;TIEDSO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;TIETE;PARANA;B. BONITA;186;37;2018-03-07;450.02000000;427.37000000;82.87000000;507.53000000;309.00000000;0E-8;;311.00000000;0E-8;553.08000000;492.02000000;391.60000000;3.19100000;44.25430000;TIBONI
SE;Sudeste/Centro-Oeste;Fio dagua;TIETE;PARANA;BARIRI;187;38;2018-03-07;427.03000000;404.51000000;;349.69000000;318.00000000;0E-8;;322.00000000;0E-8;577.90000000;520.78000000;55.27000000;0.69800000;46.02290000;TIBARI
SE;Sudeste/Centro-Oeste;Fio dagua;TIETE;PARANA;IBITINGA;188;39;2018-03-07;403.92000000;382.97000000;;428.84000000;453.00000000;0E-8;;455.00000000;0E-8;684.52000000;631.34000000;106.34000000;1.27100000;48.11000000;TIIBIT
SE;Sudeste/Centro-Oeste;Reservatório com Usina;TIETE;PARANA;PROMISSÃO;189;40;2018-03-07;383.06000000;357.80000000;76.92000000;617.00000000;615.00000000;0E-8;;617.00000000;0E-8;823.83000000;770.08000000;132.27000000;5.98900000;49.29290000;TIPROM
SE;Sudeste/Centro-Oeste;Fio dagua;TIETE;PARANA;N. AVANHANDAVA;190;42;2018-03-07;357.50000000;327.66000000;;592.00000000;590.00000000;0E-8;;592.00000000;0E-8;854.45000000;802.06000000;52.21000000;2.54800000;50.49430000;TINAVA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;TIETE;PARANA;TRÊS IRMÃOS;191;43;2018-03-07;327.59000000;280.44000000;91.07000000;880.50000000;1107.00000000;0E-8;;1107.00000000;-227.00000000;837.27000000;772.10000000;39.33000000;10.30000000;51.81710000;TITIRM
