id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;id_reservatorio
N;Norte;Fio dagua;ARAGUARI;NORTE;COARACY NUNES;2;280;2017-01-01;42.02000000;21.54000000;;309.06000000;291.00000000;0E-8;0E-8;291.00000000;0E-8;323.59000000;;0.98000000;;0.01000000;AMUHCN
N;Norte;Fio dagua;ARAGUARI;NORTE;FERREIRA GOMES;3;284;2017-01-01;20.55000000;2.35000000;;287.96000000;244.00000000;63.00000000;0E-8;307.00000000;0E-8;326.26000000;;2.61000000;0.34400000;;AAFGO
N;Norte;Reservatório com Usina;AMAZONAS;NORTE;BALBINA;10;277;2017-01-01;45.82000000;24.81000000;0E-8;692.55000000;340.00000000;0E-8;0E-8;340.00000000;0E-8;585.81000000;;585.81000000;19.23400000;0.03000000;AMUHBB
N;Norte;Reservatório com Usina;AMAZONAS;BELO MONTE;CURUA-UNA;16;272;2017-01-01;27.50000000;10.15000000;22.84000000;143.75000000;88.00000000;0E-8;;88.00000000;;143.64000000;;143.64000000;0.48700000;0.06000000;CRCURU
N;Norte;Fio dagua;AMAZONAS;NORTE;STO ANTONIO DO JARI;17;286;2017-01-01;29.59000000;2.62000000;;342.53000000;294.00000000;45.00000000;0E-8;339.00000000;0E-8;340.37000000;;340.37000000;0.42900000;;AMSAJ
N;Norte;Fio dagua;AMAZONAS;BELO MONTE;BELO MONTE;18;288;2017-01-01;96.95000000;3.42000000;;0E-8;2048.00000000;0E-8;0E-8;2048.00000000;0E-8;0E-8;5429.70000000;0E-8;0E-8;;AMUSBM
N;Norte;Fio dagua;AMAZONAS;BELO MONTE;PIMENTAL;19;314;2017-01-01;96.95000000;84.50000000;;6402.57000000;1717.00000000;2799.00000000;12.00000000;4528.00000000;1999.00000000;6418.05000000;988.35000000;6418.05000000;0E-8;;AMUSPM
N;Norte;Fio dagua;TOCANTINS;NORTE;ESTREITO;211;267;2017-01-01;154.75000000;130.53000000;;1205.62000000;1143.00000000;0E-8;0E-8;1143.00000000;0E-8;1114.17000000;;483.93000000;4.64600000;8.19100000;TOUHET
N;Norte;Reservatório com Usina;TOCANTINS;NORTE;TUCURUI;212;275;2017-01-01;61.43000000;4.64000000;27.38000000;4426.51000000;3146.00000000;0E-8;0E-8;3147.00000000;0E-8;4452.91000000;;3133.18994141;6.92600000;10.22290000;TOTUCU
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;GUAPORE;4;196;2017-01-01;479.15000000;304.21000000;;34.54000000;32.00000000;0E-8;3.00000000;35.00000000;0E-8;34.74000000;;34.74000000;0.03500000;0.04000000;AMUGUA
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;JIRAU;5;285;2017-01-01;85.07000000;71.32000000;;12518.04000000;12030.00000000;76.00000000;0E-8;12106.00000000;0E-8;13597.42000000;;12981.76000000;-5.48800000;0E-8;AMUHJI
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;SANTO ANTONIO;6;287;2017-01-01;70.52000000;50.69000000;;12240.00000000;12082.00000000;150.00000000;8.00000000;12240.00000000;0E-8;12723.58000000;;1065.63000000;-8.99200000;0E-8;AMUSSN
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;MADEIRA;SAMUEL;7;279;2017-01-01;83.21000000;53.22000000;27.19000000;547.56000000;165.00000000;0E-8;;165.00000000;;557.36000000;;557.36000000;5.56000000;0.30450000;AMSU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;MADEIRA;RONDON II;8;276;2017-01-01;265.53000000;205.02000000;43.58000000;78.33000000;109.00000000;0E-8;9.00000000;118.00000000;0E-8;80.48000000;;80.48000000;0.96800000;0.20450000;AMUHRD
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;MADEIRA;DARDANELOS;9;310;2017-01-01;213.55000000;114.98000000;;390.98000000;303.00000000;88.00000000;0E-8;391.00000000;0E-8;391.16000000;;391.16000000;0.00400000;0.18000000;AMDA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;AMAZONAS;;SINOP;11;227;2017-01-01;;;;;;;;;;;;;;;AMSNPE
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;COLIDER;12;228;2017-01-01;0E-8;;;1198.00000000;;0E-8;;1198.00000000;;1198.00000000;;1198.00000000;;;AMCLR
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;TELES PIRES;14;229;2017-01-01;220.44000000;163.55000000;;3210.22000000;2322.00000000;854.00000000;0E-8;3176.00000000;0E-8;3264.15000000;;2011.32000000;2.56200000;;AMUHTP
SE;Sudeste/Centro-Oeste;Fio dagua;AMAZONAS;TELES PIRES;SAO MANOEL;15;230;2017-01-01;0E-8;;;3240.46000000;;0E-8;;3240.46000000;;3320.13000000;;18.27000000;;;AMUSMA
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;CANDONGA;22;139;2017-01-01;312.80000000;278.55000000;;64.00000000;0E-8;64.00000000;;64.00000000;0E-8;68.60000000;;68.60000000;-0.02300000;0.71000000;DCUHEC
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;GUILM. AMORIM;23;192;2017-01-01;494.90000000;376.75000000;;34.28000000;30.00000000;0E-8;;30.00000000;;36.14000000;;36.14000000;-0.01200000;0.54000000;PCGAMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SA CARVALHO;24;193;2017-01-01;372.46000000;267.16000000;;34.38000000;36.00000000;0E-8;;36.00000000;;40.48000000;;4.00000000;-0.00200000;0.55000000;DCSCAR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;DOCE;SUDESTE;SANTONIO CM;25;193;2017-01-01;360.79000000;;;33.00000000;;4.00000000;;38.00000000;34.00000000;;;;;;DCSACM
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;SALTO GRANDE CM;26;134;2017-01-01;354.01000000;;;57.61000000;55.00000000;0E-8;;55.00000000;;57.70000000;;57.70000000;-0.08500000;0.17000000;SASGCM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;DOCE;SUDESTE;PORTO ESTRELA;27;135;2017-01-01;257.31000000;204.87000000;95.65000000;56.46000000;45.00000000;0E-8;0E-8;45.00000000;0E-8;61.18000000;;3.43000000;-0.04700000;0.19000000;DCPORT
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;BAGUARI;28;141;2017-01-01;184.81000000;165.32000000;;267.58000000;244.00000000;0E-8;;259.98000000;;252.81000000;;82.57000000;-0.04500000;3.31000000;DCUBAG
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;AIMORES;29;143;2017-01-01;89.92000000;60.73000000;;368.53000000;356.00000000;16.00000000;0E-8;372.00000000;;385.42000000;;130.00000000;-0.15400000;4.40290000;DCAIMO
SE;Sudeste/Centro-Oeste;Fio dagua;DOCE;SUDESTE;MASCARENHAS;30;144;2017-01-01;60.15000000;38.70000000;;457.33000000;463.00000000;0E-8;;463.00000000;;451.57000000;;65.72000000;-0.05000000;4.98420000;DCMASC
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CAMARGOS;31;1;2017-01-01;904.72000000;885.80000000;28.61000000;80.44000000;61.00000000;0E-8;;61.00000000;;83.27000000;;83.27000000;0.09800000;0.19190000;GRCAMA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;ITUTINGA;32;2;2017-01-01;885.71000000;856.46000000;;69.00000000;69.00000000;0E-8;;69.00000000;;83.27000000;;0E-8;;;GRITUT
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;FUNIL-MG;33;4;2017-01-01;807.93000000;767.07000000;;148.21000000;168.00000000;0E-8;;168.00000000;;180.84000000;;95.03000000;0.17500000;0.79190000;GRFUNI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;FURNAS;34;6;2017-01-01;760.53000000;670.56000000;46.79000000;419.00000000;419.00000000;0E-8;0E-8;419.00000000;0E-8;447.10000000;;235.08000000;9.66600000;3.66320000;GRFURN
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;M. MORAES;35;7;2017-01-01;663.57000000;620.71000000;75.94000000;619.48000000;513.00000000;0E-8;0E-8;513.00000000;0E-8;568.03000000;;71.80000000;2.11700000;4.21870000;GRMMOR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;L. C. BARRETO;36;8;2017-01-01;619.81000000;557.36000000;;531.36000000;364.00000000;0E-8;0E-8;364.00000000;0E-8;591.81000000;;16.57000000;0.34400000;4.28320000;GRLCBA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;JAGUARA;37;9;2017-01-01;557.17000000;512.07000000;;378.64000000;396.00000000;0E-8;;396.00000000;;602.81000000;;6.86000000;0.27800000;4.31320000;GRJAGU
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;IGARAPAVA;38;10;2017-01-01;512.32000000;494.08000000;;518.95000000;373.00000000;0E-8;0E-8;373.00000000;;629.83000000;;19.62000000;0.45700000;4.41870000;GRIGAR
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;VOLTA GRANDE;39;11;2017-01-01;494.11000000;465.51000000;;537.85000000;250.00000000;0E-8;;250.00000000;;681.37000000;;43.80000000;1.85900000;4.58320000;GRVGRA
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;P. COLOMBIA;40;12;2017-01-01;466.22000000;443.01000000;;429.24000000;301.00000000;0E-8;0E-8;301.00000000;0E-8;774.88000000;;85.72000000;1.38900000;5.96900000;GRPCOL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;CACONDE;41;14;2017-01-01;843.48000000;750.80000000;42.88000000;34.80000000;37.00000000;0E-8;0E-8;37.00000000;0E-8;32.36000000;;32.36000000;0.18700000;0.37000000;PDCACO
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;E. DA CUNHA;42;15;2017-01-01;664.28000000;575.51000000;;50.58000000;50.00000000;0E-8;0E-8;50.00000000;0E-8;53.65000000;;20.43000000;0.01100000;0.62000000;PDECUN
SE;Sudeste/Centro-Oeste;Fio dagua;GRANDE;PARANA;LIMOEIRO;43;16;2017-01-01;572.31000000;546.34000000;;46.00000000;46.00000000;0E-8;0E-8;46.00000000;0E-8;54.97000000;;0.80000000;;;PDLIMO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;MARIMBONDO;44;17;2017-01-01;439.43000000;381.08000000;51.67000000;904.81000000;1090.00000000;0E-8;0E-8;1090.00000000;0E-8;1256.67000000;;399.43000000;3.23600000;13.78940000;GRMARI
SE;Sudeste/Centro-Oeste;Reservatório com Usina;GRANDE;PARANA;A. VERMELHA;45;18;2017-01-01;377.04000000;326.46000000;31.33000000;1501.33000000;1557.00000000;0E-8;0E-8;1557.00000000;0E-8;1581.00000000;;278.95000000;4.03600000;16.61000000;GRAGVL
SE;Sudeste/Centro-Oeste;Fio dagua;ITABAPOANA;SUDESTE;ROSAL;65;217;2017-01-01;554.88000000;360.12000000;;25.73000000;25.00000000;0E-8;2.00000000;27.00000000;;25.83000000;;25.83000000;-0.00200000;0.11000000;ITRSL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;JEQUITINHONHA;SUDESTE;IRAPE;66;148;2017-01-01;479.70000000;330.57000000;15.90000000;25.27000000;49.00000000;0E-8;;49.00000000;;26.54000000;;26.54000000;-0.53500000;0.13000000;JEIRAP
SE;Sudeste/Centro-Oeste;Fio dagua;MUCURI;SUDESTE;STA.CLARA-MG;76;283;2017-01-01;85.89000000;32.90000000;;24.34000000;26.00000000;0E-8;0E-8;27.00000000;0E-8;24.89000000;;24.89000000;-0.04900000;0.59740000;MUSCLA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;PARAIBUNA;79;121;2017-01-01;705.68000000;624.77000000;50.04000000;53.58000000;21.00000000;0E-8;0E-8;21.00000000;;50.60000000;;50.60000000;-2.30200000;0.13000000;PBPARA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SANTA BRANCA;80;122;2017-01-01;608.83000000;575.72000000;15.56000000;29.11000000;32.00000000;0E-8;;32.00000000;;56.73000000;;5.95000000;-0.12000000;0.15550000;PBSTAB
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;JAGUARI;81;120;2017-01-01;616.32000000;557.00000000;58.05000000;14.42000000;40.00000000;0E-8;0E-8;40.00000000;249.00000000;15.70000000;;15.70000000;-0.55800000;0.10000000;PBJAGU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;FUNIL;82;123;2017-01-01;458.15000000;394.50000000;52.91000000;126.29000000;158.00000000;0E-8;0E-8;158.00000000;0E-8;133.87000000;;61.68000000;-0.42900000;5.93480000;PBFUNI
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;SANTA CECILIA;83;125;2017-01-01;351.50000000;349.27000000;;234.66000000;;118.00000000;;118.00000000;153.00000000;190.17000000;;57.23000000;-0.00400000;6.51030000;PBSTAC
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PICADA;84;126;2017-01-01;658.87000000;526.20000000;;25.06000000;28.00000000;0E-8;1.00000000;29.00000000;;25.11000000;;25.11000000;-0.01200000;0.06000000;PBPCDA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SOBRAGI;85;127;2017-01-01;437.10000000;355.58000000;;51.00000000;49.00000000;0E-8;2.00000000;51.00000000;;52.29000000;;26.78000000;-0.00100000;0.75100000;PUSOBR
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;ANTA;86;128;2017-01-01;251.17000000;232.00000000;67.00000000;216.81000000;0E-8;94.00000000;0E-8;94.00000000;148.00000000;361.81000000;226.95000000;112.32000000;;8.18770000;PBANTA
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;SIMPLICIO;87;129;2017-01-01;250.94000000;138.92000000;;147.59000000;142.00000000;0E-8;0E-8;142.00000000;0E-8;2.60000000;148.00000000;0E-8;;;PBUSSI
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;ILHA POMBOS;88;130;2017-01-01;137.40000000;106.45000000;;281.88000000;360.00000000;0E-8;;360.00000000;;397.99000000;263.13000000;36.93000000;0.01900000;8.32970000;PBILHP
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SANTANA;89;181;2017-01-01;363.35000000;;86.23000000;4.40000000;;0E-8;;0E-8;;15.86000000;124.04000000;5.04000000;;;RPSANT
SE;Sudeste/Centro-Oeste;Reservatório Com Usina de Bombeamento;PARAIBA DO SUL;SUDESTE;VIGARIO;90;182;2017-01-01;398.15000000;362.80000000;;146.00000000;;0E-8;;144.00000000;;0E-8;124.04000000;;;0E-8;PBVIG
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;NILO PEÇANHA;91;131;2017-01-01;;;;130.00000000;130.00000000;;;130.00000000;;4.40000000;124.04000000;;;0.02000000;RLNPEC
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;TOCOS;92;180;2017-01-01;442.65000000;;16.13000000;11.59000000;;0E-8;0E-8;11.71000000;11.81000000;10.82000000;;10.82000000;;0.03000000;RPTOCO
SE;Sudeste/Centro-Oeste;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;LAJES;93;124;2017-01-01;412.92000000;;86.24000000;15.55000000;;0E-8;;25.16000000;-12.00000000;4.40000000;15.22000000;4.40000000;-0.30600000;0.02000000;RLLAJE
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;FONTES;94;132;2017-01-01;;;;15.55000000;41.00000000;;;41.00000000;;4.40000000;15.22000000;;;0.02000000;RLFONT
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;PEREIRA PASSOS;95;133;2017-01-01;86.31000000;48.30000000;;15.55000000;173.00000000;0E-8;;173.00000000;;4.40000000;139.26000000;;0E-8;0.02450000;RLPPAS
SE;Sudeste/Centro-Oeste;Fio dagua;PARAIBA DO SUL;SUDESTE;BARRA BRAUNA;96;185;2017-01-01;;;;;;;;;;62.22000122;;;;;PBBBRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;BATALHA;106;20;2017-01-01;792.05000000;754.75000000;36.05000000;42.20000000;32.00000000;0E-8;0E-8;32.00000000;0E-8;47.11000000;;47.11000000;0.27900000;0.12000000;PNUSBL
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;S.DO FACÃO;107;21;2017-01-01;739.58000000;674.31000000;22.02000000;55.00000000;46.00000000;0E-8;9.00000000;55.00000000;0E-8;76.42000000;;29.49000000;0.91800000;0.19000000;PNUHSF
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;EMBORCAÇÃO;108;24;2017-01-01;637.60000000;519.58000000;35.79000000;229.00000000;165.00000000;0E-8;;165.00000000;;249.21000000;;174.38000000;1.13200000;0.97130000;PREMBO
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;NOVA PONTE;109;25;2017-01-01;790.98000000;695.37000000;25.77000000;225.02000000;144.00000000;0E-8;;144.00000000;;259.68000000;;259.68000000;2.47600000;0.67000000;PRNPON
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;MIRANDA;110;26;2017-01-01;694.88000000;623.80000000;61.66000000;177.49000000;132.00000000;0E-8;;132.00000000;;271.21000000;;7.17000000;0.37300000;0.73000000;ARMIRA
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;C.BRANCO-1;111;27;2017-01-01;623.77000000;564.42000000;66.72000000;140.28000000;128.00000000;0E-8;8.00000000;136.00000000;;273.18000000;;0.90000000;0.19700000;0.74000000;PNCPB1
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C.BRANCO-2;112;28;2017-01-01;564.90000000;517.57000000;;141.81000000;155.00000000;0E-8;;152.00000000;;276.90000000;;2.15000000;0.32700000;0.76000000;PNCPB2
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-4;113;29;2017-01-01;837.53000000;771.62000000;8.66000000;60.49000000;78.00000000;0E-8;0E-8;78.00000000;0E-8;54.15000000;;54.15000000;2.14700000;0.56000000;PNUCB4
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA-3;114;203;2017-01-01;769.37000000;729.92000000;31.57000000;94.06000000;123.00000000;0E-8;0E-8;123.00000000;0E-8;70.99000000;;14.53000000;0.64000000;0.66000000;PNUCB3
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CORUMBA;115;30;2017-01-01;582.74000000;515.49000000;39.82000000;237.85000000;136.00000000;0E-8;0E-8;136.00000000;0E-8;205.58000000;;130.79000000;0.19800000;1.31000000;COCORU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ITUMBIARA;116;31;2017-01-01;502.99000000;433.16000000;21.50000000;567.46000000;431.00000000;0E-8;0E-8;431.00000000;0E-8;908.36000000;;169.03000000;2.67400000;4.69390000;PRITUM
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;C. DOURADA;117;32;2017-01-01;430.62000000;395.61000000;;439.29000000;246.00000000;0E-8;0E-8;246.00000000;0E-8;951.19000000;;41.08000000;0.63000000;4.98390000;PRCDOU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;SÃO SIMÃO;118;33;2017-01-01;395.56000000;326.19000000;43.87000000;851.78000000;1824.00000000;0E-8;;1824.00000000;;1458.58000000;;506.49000000;4.31000000;11.38580000;PRSSIM
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;CACU;119;311;2017-01-01;475.60000000;448.62000000;28.97000000;160.86000000;131.00000000;3.00000000;0E-8;134.00000000;0E-8;142.41000000;;142.41000000;0.12300000;0.36000000;PNCACU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;B.COQUEIROS;120;312;2017-01-01;446.40000000;410.30000000;;120.70000000;137.00000000;0E-8;0E-8;137.00000000;0E-8;147.19000000;;5.84000000;0.18700000;0.39000000;PNUHBC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;FOZ DO RIO CLARO;121;315;2017-01-01;353.76000000;326.14000000;;143.77000000;141.00000000;0E-8;0E-8;141.00000000;0E-8;154.20000000;;10.22000000;-0.05600000;0.39550000;PNUFRC
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;SALTO;122;262;2017-01-01;446.46000000;394.70000000;;148.63000000;128.00000000;0E-8;0E-8;128.00000000;0E-8;138.92000000;;138.92000000;0.64300000;0.25000000;PNST
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAIBA;PARANA;S.R.VERDINHO;123;241;2017-01-01;370.45000000;326.42000000;;124.07000000;119.00000000;0E-8;0E-8;119.00000000;0E-8;150.77000000;;12.34000000;0.33000000;0.28550000;PNSV
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAIBA;PARANA;ESPORA;124;290;2017-01-01;578.44000000;530.79000000;19.00000000;71.44000000;55.00000000;0E-8;0E-8;55.00000000;0E-8;71.51000000;;71.51000000;0.14000000;0.07000000;PNUHES
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANA;JURUMIRIM;128;47;2017-01-01;565.05000000;532.59000000;60.62000000;249.88000000;342.00000000;0E-8;0E-8;342.00000000;0E-8;252.48000000;;252.48000000;5.38000000;0.97000000;PPJURU
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;PIRAJU;129;48;2017-01-01;531.50000000;506.21000000;;331.00000000;330.00000000;0E-8;1.00000000;331.00000000;0E-8;259.45000000;;6.56000000;0.20100000;1.02000000;PPPJU
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANA;CHAVANTES;131;49;2017-01-01;470.66000000;399.57000000;58.33000000;480.30000000;605.00000000;0E-8;0E-8;605.00000000;0E-8;390.62000000;;136.08000000;3.91000000;1.75450000;PPCHAV
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;OURINHOS;132;249;2017-01-01;398.00000000;387.30000000;;541.00000000;396.00000000;144.00000000;2.00000000;541.00000000;0E-8;390.31000000;;3.84000000;0.06000000;1.78550000;PPORI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;SALTO GRANDE CS;133;50;2017-01-01;384.28000000;367.00000000;;707.13000000;470.00000000;256.00000000;0E-8;726.00000000;0E-8;482.15000000;;96.41000000;0.16100000;3.12810000;PPSGCS
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;CANOAS II;134;51;2017-01-01;365.93000000;351.91000000;;710.58000000;549.00000000;186.00000000;0E-8;735.00000000;0E-8;485.40000000;;7.56000000;0.29200000;3.33230000;PPCNO2
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;CANOAS I;135;52;2017-01-01;351.01000000;334.70000000;;768.28000000;547.00000000;181.00000000;0E-8;728.00000000;0E-8;496.96000000;;16.11000000;0.30400000;3.61900000;PPCNO1
SE;Sudeste/Centro-Oeste;Reservatório com Usina;PARANAPANEMA;PARANA;CAPIVARA;137;61;2017-01-01;329.35000000;284.44000000;57.60000000;1517.62000000;972.00000000;0E-8;0E-8;972.00000000;0E-8;1170.86000000;;472.64000000;2.70600000;7.84450000;PPCAPI
SE;Sudeste/Centro-Oeste;Fio dagua;PARANAPANEMA;PARANA;TAQUARUÇU;138;62;2017-01-01;283.55000000;258.49000000;;986.28000000;796.00000000;0E-8;0E-8;796.00000000;0E-8;1167.61000000;;61.21000000;0.37600000;8.23230000;PPTAQU
