id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;id_reservatorio;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
SE;Sudeste/Centro-Oeste;RCU;DOCE           ;SUDESTE             ;DCPORT;PORTO ESTRELA;28;135;2026-01-13;254.6;204.78;65.55;63.17;70.0;0.0;;70.0;;66.71;;0.0;-0.043;0.19;-66.02
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCUBAG;BAGUARI;29;141;2026-01-13;184.81;165.4;60.26;307.47;264.0;45.0;0.0;309.0;;307.5;;124.77;-0.06;3.49;118.38
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCAIMO;AIMORES;30;143;2026-01-13;89.79;59.81;48.43;442.41;355.0;0.0;16.0;371.0;;385.57;;53.36;-0.242;4.6261;122.81
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCMASC;MASCARENHAS;31;144;2026-01-13;60.45;38.43;75.25;498.39;508.0;0.0;;508.0;;484.6;;95.5;-0.064;5.2771;113.52
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRCAMA;CAMARGOS;32;1;2026-01-13;908.17;885.71;54.0;45.71;39.0;0.0;;39.0;;53.51;;53.51;0.023;0.2274;45.96
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRITUT;ITUTINGA;33;2;2026-01-13;885.69;856.28;92.62;43.624;44.0;0.0;0.0;44.0;;53.51;;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRFUNI;FUNIL-MG;34;4;2026-01-13;807.94;766.55;69.9;118.14;134.0;0.0;;134.0;;128.81;;74.37;0.099;0.8868;79.9
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRFURN;FURNAS;35;6;2026-01-13;757.91;671.48;32.25;293.61;495.0;0.0;0.0;495.0;;469.55;;329.07;5.194;4.1065;216.9
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRMMOR;M. MORAES;36;7;2026-01-13;663.8;620.24;78.06;684.76;738.0;0.0;1.0;738.0;;580.34;;73.21;1.266;4.7065;157.88
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRLCBA;L. C. BARRETO;37;8;2026-01-13;619.92;558.14;34.9;748.19;738.0;0.0;0.0;738.0;;605.61;;16.89;0.195;4.7765;28.62
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRJAGU;JAGUARA;38;9;2026-01-13;557.93;512.67;81.0;732.19;569.0;0.0;;569.0;;618.71;;6.99;0.118;4.8158;14.04
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRIGAR;IGARAPAVA;39;10;2026-01-13;512.0;494.7;49.49;656.72;661.0;0.0;0.0;661.0;;650.76;;20.0;0.178;4.9258;79.88
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRVGRA;VOLTA GRANDE;40;11;2026-01-13;494.08;466.82;41.77;654.99;583.0;0.0;;583.0;;708.97;;44.66;0.734;5.1065;-13.43
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRPCOL;P. COLOMBIA;41;12;2026-01-13;466.45;443.4;55.01;598.82;631.0;0.0;1.0;631.0;;811.91;;92.01;0.519;6.7368;-38.03
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;PDCACO;CACONDE;42;14;2026-01-13;842.76;750.3;40.19;43.76;33.0;0.0;0.0;33.0;;41.54;;41.54;0.134;0.42;44.32
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;PDECUN;E. DA CUNHA;43;15;2026-01-13;664.23;575.49;82.73;55.88;56.0;0.0;0.0;56.0;;63.08;;26.23;0.01;0.69;23.16
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;PDLIMO;LIMOEIRO;44;16;2026-01-13;572.26;546.1;86.86;49.44;44.0;0.0;0.0;44.0;;62.5;;0.95;;;-6.63
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRMARI;MARIMBONDO;45;17;2026-01-13;432.63;380.71;19.2;864.9;623.0;0.0;363.0;623.0;;1082.41;;195.21;0.931;16.9852;200.89
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRAGVL;A. VERMELHA;46;18;2026-01-13;376.81;326.88;29.2;794.86;685.0;0.0;0.0;685.0;;1249.88;;92.56;2.069;20.5961;127.04
SE;Sudeste/Centro-Oeste;FIO;ITABAPOANA     ;SUDESTE             ;ITRSL;ROSAL;66;217;2026-01-13;554.94;360.37;98.71;23.0;21.0;0.0;2.0;23.0;;24.03;;24.03;-0.006;0.12;23.11
SE;Sudeste/Centro-Oeste;RCU;JEQUITINHONHA  ;SUDESTE             ;JEIRAP;IRAPE;67;148;2026-01-13;498.68;329.8;62.57;72.84;49.0;0.0;;49.0;;84.39;;84.39;-0.839;0.13;72.13
SE;Sudeste/Centro-Oeste;FIO;MUCURI         ;SUDESTE             ;MUSCLA;STA.CLARA-MG;81;283;2026-01-13;84.82;33.61;74.57;56.19;57.0;0.0;0.0;57.0;0.0;55.52;;55.52;-0.073;0.6361;56.75
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBPARA;PARAIBUNA;82;121;2026-01-13;702.62;626.36;34.42;29.79;119.0;0.0;0.0;119.0;;25.16;;25.16;-1.781;0.14;28.15
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBSTAB;SANTA BRANCA;83;122;2026-01-13;612.53;577.92;33.76;131.67;126.0;0.0;0.0;126.0;;29.78;;3.66;-0.151;0.16;17.29
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBJAGU;JAGUARI;84;120;2026-01-13;611.88;556.69;35.23;13.15;22.0;5.0;0.0;27.0;8.0;12.77;;12.77;-0.455;0.1;12.8
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBFUNI;FUNIL;85;123;2026-01-13;451.22;394.67;22.78;150.74;185.0;0.0;0.0;185.0;;80.35;;21.85;-0.332;6.6842;22.83
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL ;SUDESTE             ;PBSTAC;SANTA CECILIA;86;125;2026-01-13;352.79;349.06;88.05;210.08;;74.0;;74.0;134.0;173.32;;84.76;-0.013;7.3442;32.73
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBPCDA;PICADA;87;126;2026-01-13;659.01;525.88;60.0;12.5;10.0;0.0;1.0;11.0;;12.92;;12.92;-0.013;0.06;12.55
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PUSOBR;SOBRAGI;88;127;2026-01-13;437.18;355.22;66.67;26.88;22.0;5.0;0.0;27.0;0.0;24.37;;11.45;-0.001;0.8594;15.64
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;PBANTA;ANTA;89;128;2026-01-13;250.91;233.13;41.0;131.67;78.0;0.0;0.0;78.0;44.08;266.42;147.52;53.92;;9.2297;32.7
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBUSSI;SIMPLICIO;90;129;2026-01-13;250.8;137.95;86.5;44.07;42.0;0.0;4.0;42.0;;0.0;44.08;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBILHP;ILHA POMBOS;91;130;2026-01-13;139.85;105.36;93.04;170.05;166.0;0.0;0.0;166.0;;285.77;166.87;21.92;0.024;9.3877;33.98
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPSANT;SANTANA;92;181;2026-01-13;362.93;;63.64;8.22;;0.0;0.0;0.0;126.0;10.35;111.84;3.29;;;6.19
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL ;SUDESTE             ;PBVIG;VIGARIO;93;182;2026-01-13;398.17;;70.4;126.847;;118.0;;118.0;;0.0;111.84;0.0;;0.0;126.847
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLNPEC;NILO PEÇANHA;94;131;2026-01-13;398.1;86.77;;104.0;103.0;;;103.0;;3.32;111.84;0.0;0.0;0.03;-13.97
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPTOCO;TOCOS;95;180;2026-01-13;442.61;;16.13;5.35;;2.0;0.0;2.0;3.0;7.06;;7.06;;0.03;5.38
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RLLAJE;LAJES;96;124;2026-01-13;412.68;;84.74;3.88;;7.0;;7.0;-3.0;3.32;10.38;3.32;-0.397;0.03;0.51
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLFONT;FONTES;97;132;2026-01-13;412.66;89.64;;3.88;23.0;;;23.0;;3.32;10.38;0.0;0.0;0.03;-99.12
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLPPAS;PEREIRA PASSOS;98;133;2026-01-13;86.27;47.79;93.82;3.88;125.0;0.0;;125.0;;3.32;122.22;;-0.016;0.03;-1.625
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBBBRA;BARRA BRAUNA;99;185;2026-01-13;150.63;126.08;30.09;41.89;36.0;0.0;;36.0;;44.71;;44.71;-0.028;1.7484;43.61
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUSBL;BATALHA;111;20;2026-01-13;792.78;755.34;40.82;95.82;55.0;0.0;0.0;55.0;;94.82;;94.82;-0.056;0.12;95.89
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUHSF;S.DO FACÃO;112;21;2026-01-13;746.04;675.03;47.66;94.23;112.0;0.0;0.0;112.0;;159.97;;59.36;0.351;0.2;39.32
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PREMBO;EMBORCAÇÃO;113;24;2026-01-13;642.02;519.54;45.59;281.12;106.0;0.0;;106.0;;517.28;;339.64;0.022;0.9948;174.52
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRNPON;NOVA PONTE;114;25;2026-01-13;792.89;696.41;30.07;221.0;221.0;0.0;;221.0;;188.59;;188.59;1.587;0.74;223.33
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;ARMIRA;MIRANDA;115;26;2026-01-13;695.59;624.45;85.87;252.0;316.0;0.0;;316.0;;203.09;;9.62;0.149;0.8;26.95
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNCPB1;C.BRANCO-1;116;27;2026-01-13;623.68;565.65;53.81;325.56;288.0;22.0;7.0;317.0;0.0;207.47;;1.2;0.035;0.81;42.73
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNCPB2;C.BRANCO-2;117;28;2026-01-13;564.89;518.35;63.32;302.66;267.0;0.0;;267.0;;219.3;;2.89;0.061;0.83;-8.18
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUCB4;CORUMBA-4;118;29;2026-01-13;839.06;772.44;34.59;113.1;184.0;3.0;;187.0;;109.01;;109.01;1.2;0.64;114.94
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUCB3;CORUMBA-3;119;203;2026-01-13;769.42;730.95;32.77;209.82;211.0;6.0;0.0;217.0;0.0;129.76;;25.75;0.294;0.7506;26.52
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;COCORU;CORUMBA;120;30;2026-01-13;584.56;516.04;47.23;225.91;481.0;0.0;0.0;481.0;;361.0;;231.76;0.043;1.4606;70.99
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRITUM;ITUMBIARA;121;31;2026-01-13;506.5;434.72;33.77;923.1;815.0;0.0;6.0;815.0;;1438.01;;226.78;1.251;5.18;145.83
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PRCDOU;C. DOURADA;122;32;2026-01-13;431.11;396.53;85.61;705.72;520.0;15.0;;535.0;;1516.71;;28.74;0.323;5.4906;-171.65
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRSSIM;SÃO SIMÃO;123;33;2026-01-13;394.54;326.6;33.95;1309.51;1369.0;0.0;;1369.0;;2117.96;;510.06;2.515;14.0803;686.61
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNCACU;CACU;124;311;2026-01-13;476.63;448.74;80.75;103.43;111.0;0.0;;111.0;;103.63;;103.63;0.083;0.37;103.88
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNUHBC;B.COQUEIROS;125;312;2026-01-13;447.78;410.22;88.46;107.49;128.0;0.0;;128.0;;106.61;;4.29;0.122;0.4;-7.24
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNUFRC;FOZ DO RIO CLARO;126;315;2026-01-13;353.84;327.15;91.57;130.78;128.0;0.0;;128.0;;113.06;;8.0;-0.058;0.4494;-0.62
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNST;SALTO;127;262;2026-01-13;446.46;394.88;95.43;99.0;99.0;0.0;0.0;99.0;0.0;107.82;;107.82;0.386;0.2594;99.65
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNSV;S.R.VERDINHO;128;241;2026-01-13;370.38;326.53;87.45;100.87;116.0;0.0;0.0;116.0;0.0;110.49;;8.99;0.194;0.3094;9.61
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUHES;ESPORA;129;290;2026-01-13;579.07;530.98;26.37;40.2;62.0;0.0;;62.0;;50.25;;50.25;0.084;0.07;40.35
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPJURU;JURUMIRIM;133;47;2026-01-13;564.78;531.72;57.25;138.53;93.0;0.0;0.0;93.0;0.0;90.38;;90.38;3.793;1.07;143.4
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPPJU;PIRAJU;134;48;2026-01-13;531.51;504.8;105.06;102.0;101.0;0.0;1.0;102.0;0.0;92.64;;1.66;0.151;1.1294;9.25
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPPRNP;PARANAPANEMA;135;53;2026-01-13;504.87;488.36;242.5;86.39;84.0;0.0;1.0;85.0;;92.64;;0.0;;;-16.74
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPCHAV;CHAVANTES;136;49;2026-01-13;470.14;398.78;52.24;118.74;323.0;0.0;0.0;323.0;0.0;128.35;;34.43;3.815;2.0961;38.52
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPORI;OURINHOS;137;249;2026-01-13;397.98;386.31;95.9;306.92;309.0;0.0;2.0;311.0;0.0;132.76;;3.45;0.049;2.1442;-20.06
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPSGCS;SALTO GRANDE CS;138;50;2026-01-13;384.32;366.17;86.74;425.79;149.0;257.0;0.0;406.0;0.0;220.31;;86.64;0.126;4.1245;113.81
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPCNO2;CANOAS II;139;51;2026-01-13;365.89;351.25;88.66;406.9;415.0;0.0;0.0;415.0;0.0;226.57;;6.79;0.238;4.459;-3.7
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPCNO1;CANOAS I;140;52;2026-01-13;350.94;334.34;93.72;440.93;451.0;0.0;0.0;451.0;0.0;240.55;;14.48;0.244;4.8574;25.95
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPCAPI;CAPIVARA;142;61;2026-01-13;332.78;285.01;88.06;1160.55;1140.0;147.0;0.0;1287.0;0.0;752.85;;406.73;2.537;13.2119;564.46
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPTAQU;TAQUARUÇU;143;62;2026-01-13;283.61;259.34;79.25;1601.23;1501.0;0.0;0.0;1501.0;0.0;804.5;;51.55;0.305;13.7284;286.72
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPROSA;ROSANA;144;63;2026-01-13;257.88;237.5;93.62;1692.99;1718.0;0.0;0.0;1718.0;0.0;917.18;;120.87;0.645;16.1106;181.19
SE;Sudeste/Centro-Oeste;RCU;PARANA         ;PARANA              ;PNISOL;I. SOLTEIRA;147;34;2026-01-13;326.67;280.56;71.75;2503.14;3067.0;0.0;0.0;3067.0;-298.0;4090.07;;156.28;6.297;38.7042;115.63
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNJUPI;JUPIA;148;45;2026-01-13;279.88;258.07;95.63;3627.93;3351.0;0.0;12.0;3363.0;0.0;4922.97;4896.99;251.47;2.05;104.0242;385.47
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNUHSD;SAO DOMINGOS;149;153;2026-01-13;344.4;309.88;39.29;110.17;102.0;6.0;0.0;108.0;0.0;111.2;;111.2;0.084;0.35;110.61
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNPPRI;PORTO PRIMAVERA;150;46;2026-01-13;257.28;236.58;112.08;3949.0;3946.0;0.0;3.0;3949.0;;5755.64;5729.67;562.53;5.769;111.9732;482.38
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;ITAIPU              ;PNITAI;ITAIPU;151;66;2026-01-13;219.13;101.34;90.68;7564.26;8616.0;0.0;;8616.0;;8539.22;8513.25;2390.94;5.704;141.2529;0.0
SE;Sudeste/Centro-Oeste;RCU;PARAGUAI       ;SUDESTE             ;PYUSMS;MANSO;160;278;2026-01-13;283.6;224.49;58.65;149.54;110.0;0.0;0.0;110.0;;204.77;;204.77;3.753;0.24;153.53
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYPP;PONTE DE PEDRA;161;281;2026-01-13;395.39;150.79;75.96;73.33;52.0;13.0;;65.0;;73.03;;73.03;0.123;0.0732;73.53
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUIQ;ITIQUIRA I;162;304;2026-01-13;411.98;320.24;96.97;49.81;47.0;0.0;2.0;49.0;;50.24;;50.24;0.01;0.25;50.07
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUIQ2;ITIQUIRA II;163;305;2026-01-13;320.16;180.75;;49.81;49.0;0.0;0.0;49.0;;50.24;;0.0;0.0;;0.0
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUJAU;JAURU;164;195;2026-01-13;354.58;249.0;11.11;78.16;75.0;0.0;2.0;77.0;0.0;88.97;;88.97;0.015;0.09;78.26
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFUHRB;RETIRO BAIXO;177;155;2026-01-13;614.94;577.05;45.4;74.79;70.0;0.0;0.0;70.0;;81.54;;81.54;-0.16;1.3745;76.01
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFTMAR;TRÊS MARIAS;178;156;2026-01-13;565.07;515.75;56.91;426.91;332.0;0.0;0.0;332.0;;693.51;;606.88;0.155;4.8845;353.95
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFQMDO;QUEIMADO;179;162;2026-01-13;819.72;637.82;33.83;41.24;13.0;0.0;1.0;13.0;;41.65;;41.65;0.247;0.1981;41.69
SE;Sudeste/Centro-Oeste;FIO;SANTA MARIA VIT;SUDESTE             ;ODUSUI;SUIÇA;187;145;2026-01-13;347.68;99.74;30.04;7.86;8.0;0.0;;8.0;;5.56;;1.73;0.0;0.13;-2.35
SE;Sudeste/Centro-Oeste;RES;TIETE          ;PARANA              ;TIPONO;PONTE NOVA;189;105;2026-01-13;758.23;;14.74;7.0;;0.0;;7.0;;7.0;;7.0;0.001;3.82;10.821
SE;Sudeste/Centro-Oeste;RES;TIETE          ;SUDESTE             ;CBBILL;BILLINGS;190;118;2026-01-13;743.24;;68.06;7.81;;0.0;;18.0;;25.97;57.99;25.97;0.331;7.89;16.036
SE;Sudeste/Centro-Oeste;RES;TIETE          ;SUDESTE             ;GPGUAR;GUARAPIRANGA;191;117;2026-01-13;733.2;;54.46;7.0;;0.0;;15.0;;22.41;;22.41;0.094;10.32;17.41
SE;Sudeste/Centro-Oeste;RES;TIETE          ;PARANA              ;TIEDSO;EDGARD SOUZA;192;107;2026-01-13;711.95;;46.07;144.0;;151.0;;151.0;;124.0;;155.056;0.005;;155.056
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TIBONI;B. BONITA;193;37;2026-01-13;448.38;427.45;65.58;515.22;148.0;70.0;0.0;218.0;;311.38;264.73;230.42;2.355;50.3974;467.72
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TIBARI;BARIRI;194;38;2026-01-13;427.33;404.26;82.37;334.03;263.0;0.0;0.0;263.0;;387.26;340.04;73.52;0.522;54.5497;138.7
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TIIBIT;IBITINGA;195;39;2026-01-13;403.81;382.67;61.52;376.96;364.0;0.0;0.0;364.0;;541.05;492.49;141.46;0.859;58.0384;123.81
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TIPROM;PROMISSÃO;196;40;2026-01-13;382.69;357.6;68.02;477.67;360.0;0.0;0.0;360.0;;637.58;582.88;95.55;3.064;59.2645;121.21
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TINAVA;N. AVANHANDAVA;197;42;2026-01-13;357.63;326.15;80.53;375.85;399.0;0.0;0.0;399.0;;644.55;577.21;37.71;1.244;61.2119;15.04
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TITIRM;TRÊS IRMÃOS;198;43;2026-01-13;326.83;279.9;74.85;562.96;181.0;0.0;0.0;181.0;298.0;553.37;527.4;9.98;3.999;63.7013;179.2
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;SUDESTE             ;GPHBOR;HENRY BORDEN;199;119;2026-01-13;727.26;1.22;69.0;5.0;13.0;0.0;;13.0;;0.0;63.84;0.0;0.0;;-20.89
SE;Sudeste/Centro-Oeste;RCU;TOCANTINS      ;SUDESTE             ;TOSMES;SERRA DA MESA;213;251;2026-01-13;447.35;334.42;55.88;573.0;573.0;0.0;0.0;573.0;;522.16;;522.16;13.87;4.5835;591.45
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOUHCB;CANA BRAVA;214;252;2026-01-13;332.59;288.25;85.6;678.57;631.0;0.0;;631.0;;575.25;;54.73;1.778;4.7035;103.59
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOUHSA;SAO SALVADOR;215;253;2026-01-13;286.73;262.31;45.23;681.49;930.0;0.0;;930.0;;652.68;;53.75;1.386;4.8616;30.66
SE;Sudeste/Centro-Oeste;RCU;TOCANTINS      ;SUDESTE             ;TOUHPA;PEIXE ANGICAL;216;257;2026-01-13;261.78;235.08;37.1;1364.98;1335.0;0.0;0.0;1335.0;;1154.51;;424.15;2.519;7.7;463.87
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOLAJ;LAJEADO;217;261;2026-01-13;212.08;176.93;71.89;2244.0;2244.0;0.0;0.0;2244.0;0.0;2233.67;;444.67;3.024;9.9555;627.28
SE;Sudeste/Centro-Oeste;CED;TIETE          ;;TICPBA;CANAL P. BARRETO;;0;2026-01-13;;;;-298.0;;;;;;;;;;;
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMSAPI;SALTO APIACAS;;225;2026-01-13;247.67;221.76;0.0;221.19;179.0;42.0;;221.0;;221.2;;221.2;0.008;;221.2
SE;Sudeste/Centro-Oeste;RES;SANTA MARIA VIT;SUDESTE             ;ODRBON;RIO BONITO;;;2026-01-13;646.65;490.46;55.4;7.32;10.0;0.0;0.0;10.0;;3.82;;3.82;-0.012;;7.31
SE;Sudeste/Centro-Oeste;FIC;PARANA         ;PARANA              ;PNTIRM;ILHA + T. IRMÃOS;;44;2026-01-13;72.94;;72.94;3066.0;3248.0;0.0;0.0;3248.0;;4643.44;;67.035;;;294.332
S ;Sul;RCU;CAPIVARI       ;SUL                 ;CASPSO;G. P. SOUZA;22;115;2026-01-13;839.17;;58.93;18.29;11.0;0.0;;11.0;;16.16;;16.16;-0.096;0.06;18.26
S ;Sul;FIO;ITAJAI         ;SUL                 ;IAUHSP;SALTO PILAO;47;215;2026-01-13;319.39;113.83;143.87;158.81;104.0;47.0;8.0;159.0;;158.09;;158.09;0.0;0.22;159.03
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGGBMU;G. B. MUNHOZ;48;74;2026-01-13;727.45;605.57;55.71;300.47;572.0;0.0;;572.0;;325.66;;325.66;-0.028;6.3394;306.78
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSEGR;SEGREDO;49;76;2026-01-13;605.23;501.5;63.71;758.19;1020.0;0.0;;1020.0;-77.0;440.45;542.28;108.52;0.098;6.4287;101.59
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSCL;SANTA CLARA-PR;50;71;2026-01-13;800.88;706.65;70.72;88.39;55.0;0.0;7.0;62.0;;83.25;;83.25;0.075;0.43;88.89
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGFND;FUNDÃO;51;72;2026-01-13;705.47;606.62;94.74;62.47;53.0;0.0;6.0;59.0;;89.58;;5.26;0.01;0.4306;0.32
S ;Sul;RES;IGUACU         ;IGUACU              ;JDJORD;JORDÃO;52;73;2026-01-13;606.67;538.42;56.97;76.0;10.0;0.0;0.0;10.0;77.0;111.83;10.0;21.19;0.002;0.44;16.04
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSSAN;SALTO SANTIAGO;53;77;2026-01-13;501.62;398.77;78.65;1088.41;1356.0;0.0;;1356.0;;645.96;;86.63;0.396;7.1594;60.51
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSOSO;SALTO OSORIO;54;78;2026-01-13;396.5;326.76;93.1;1321.15;1334.0;0.0;;1334.0;;704.4;;34.23;0.139;7.2894;-29.87
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSCAX;SALTO CAXIAS;55;82;2026-01-13;324.3;259.0;64.75;1544.42;1370.0;0.0;;1370.0;;947.33;;215.53;0.122;8.39;214.1
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGUHBI;BAIXO IGUACU;56;83;2026-01-13;258.61;242.83;59.99;1532.84;1624.0;0.0;;1624.0;;1066.45;;86.21;0.0;9.5252;177.86
