id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;id_reservatorio;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
SE;Sudeste/Centro-Oeste;FIC;PARANA         ;PARANA              ;PNTIRM;ILHA + T. IRMÃOS;;44;2026-02-22;80.4;;80.4;4797.0;4663.0;0.0;0.0;4663.0;;7998.28;;-357.705;;;-1688.05
SE;Sudeste/Centro-Oeste;RES;SANTA MARIA VIT;SUDESTE             ;ODRBON;RIO BONITO;;;2026-02-22;647.91;490.18;70.81;4.58;4.0;0.0;0.0;4.0;;4.29;;4.29;-0.011;;4.57
S ;Sul;RCU;CAPIVARI       ;SUL                 ;CASPSO;G. P. SOUZA;22;115;2026-02-22;836.8;;46.46;22.74;21.0;0.0;;21.0;;22.79;;22.79;-0.006;0.06;22.79
S ;Sul;FIO;ITAJAI         ;SUL                 ;IAUHSP;SALTO PILAO;47;215;2026-02-22;319.79;113.25;196.22;90.85;71.0;11.0;7.0;89.0;;81.3;;81.3;0.0;0.22;91.07
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGGBMU;G. B. MUNHOZ;48;74;2026-02-22;713.62;603.88;23.88;359.23;484.0;0.0;;484.0;;368.44;;368.44;0.764;6.45;366.45
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSEGR;SEGREDO;49;76;2026-02-22;603.7;496.12;33.19;583.43;531.0;0.0;;531.0;-57.0;418.14;463.78;38.66;0.99;6.53;37.25
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSCL;SANTA CLARA-PR;50;71;2026-02-22;796.16;706.62;41.75;44.61;53.0;0.0;7.0;60.0;;44.76;;44.76;0.155;0.43;45.19
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGFND;FUNDÃO;51;72;2026-02-22;705.92;604.84;185.09;67.35;0.0;61.0;6.0;67.0;;47.39;;1.88;0.029;0.44;7.77
S ;Sul;RES;IGUACU         ;IGUACU              ;JDJORD;JORDÃO;52;73;2026-02-22;604.12;538.43;25.41;62.02;10.0;0.0;0.0;10.0;57.0;55.63;10.0;7.55;0.014;0.44;-4.74
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSSAN;SALTO SANTIAGO;53;77;2026-02-22;496.03;398.2;53.85;611.91;892.0;0.0;;892.0;;530.04;;36.53;2.284;7.2625;66.57
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSOSO;SALTO OSORIO;54;78;2026-02-22;396.46;325.36;92.55;879.55;752.0;0.0;;752.0;;565.25;;14.44;0.731;7.4;-16.38
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSCAX;SALTO CAXIAS;55;82;2026-02-22;323.8;258.69;39.63;852.14;711.0;46.0;;757.0;;674.14;;90.89;1.813;8.5025;96.35
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGUHBI;BAIXO IGUACU;56;83;2026-02-22;258.89;241.94;88.58;789.42;621.0;98.0;;719.0;;717.79;;36.36;0.0;9.6475;14.07
S ;Sul;RES;JACUI          ;SUL                 ;JIERNE;ERNESTINA;69;110;2026-02-22;489.32;457.35;94.69;0.8;15.0;0.0;2.0;17.0;;4.18;;4.18;0.247;0.045;1.09
S ;Sul;RCU;JACUI          ;SUL                 ;JIPREA;PASSO REAL;70;111;2026-02-22;322.05;279.16;69.87;107.11;171.0;0.0;0.0;171.0;;93.63;;87.56;-2.784;0.655;87.94
S ;Sul;FIO;JACUI          ;SUL                 ;JIJACU;JACUI;71;112;2026-02-22;278.24;181.87;69.13;171.42;0.0;186.0;0.0;186.0;;94.84;;0.2;0.053;0.6825;-0.34
S ;Sul;FIO;JACUI          ;SUL                 ;JIITAU;ITAUBA;72;113;2026-02-22;181.05;95.12;75.2;197.49;163.0;0.0;;163.0;;104.37;;4.74;-0.271;1.025;11.44
S ;Sul;FIO;JACUI          ;SUL                 ;JIUDFR;D. FRANCISCA;73;114;2026-02-22;94.65;54.25;104.54;155.79;155.0;45.0;0.0;200.0;0.0;110.51;;5.27;-0.324;1.44;-10.71
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHCA;CASTRO ALVES;74;97;2026-02-22;237.3;146.89;-170.0;52.99;18.0;0.0;19.0;37.0;0.0;53.48;;53.48;-0.058;0.555;53.48
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHMC;MONTE CLARO;75;98;2026-02-22;147.25;105.22;23.91;48.46;28.0;13.0;6.0;47.0;0.0;63.36;;15.31;0.016;1.895;12.9
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHQJ;14 DE JULHO;76;99;2026-02-22;103.21;68.84;21.0;49.45;22.0;0.0;28.0;50.0;0.0;62.86;;1.95;0.061;2.365;2.28
S ;Sul;RES;JACUI          ;SUL                 ;JIDVSA;DIVISA;77;;2026-02-22;839.05;;100.95;2.0;;1.0;0.0;1.0;;2.0;;2.0;;;2.0
S ;Sul;RES;JACUI          ;SUL                 ;JIBLNG;BLANG;78;;2026-02-22;790.97;;69.47;4.27;;0.0;10.0;10.0;;5.22;;3.27;;;3.27
S ;Sul;RES;JACUI          ;SUL                 ;JISLRS;SALTO RS;79;;2026-02-22;756.04;;101.17;12.0;;4.0;1.0;5.0;7.0;7.12;;7.12;;;2.0
S ;Sul;FIO;JACUI          ;SUL                 ;OSCNST;CANASTRA;80;87;2026-02-22;540.83;200.53;-9.2;27.0;20.0;0.0;0.0;20.0;;7.0;0.12;7.0;;;20.0
S ;Sul;RCU;PARANAPANEMA   ;IGUACU              ;PPUHMU;GOV JAYME CANET JR;141;57;2026-02-22;627.49;511.96;14.82;134.77;25.0;52.0;19.0;96.0;;124.02;;124.02;-0.041;1.55;136.28
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHSR;SAO ROQUE;165;88;2026-02-22;754.61;706.18;52.46;192.59;91.0;0.0;0.0;91.0;;193.77;;193.77;0.389;0.7875;193.77
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIGAR;GARIBALDI;166;89;2026-02-22;703.55;659.64;40.27;114.81;155.0;0.0;13.0;168.0;0.0;251.76;;16.0;-0.34;1.27;18.7
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHCN;CAMPOS NOVOS;167;90;2026-02-22;657.44;474.72;48.8;168.02;33.0;15.0;0.0;48.0;0.0;257.36;;3.06;-0.43;1.325;-0.9
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHBG;BARRA GRANDE;168;86;2026-02-22;629.57;481.18;36.53;89.03;297.0;4.0;0.0;301.0;0.0;88.59;;88.59;-0.951;0.51;88.59
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHMA;MACHADINHO;169;91;2026-02-22;472.72;375.08;48.5;405.54;307.0;0.0;;307.0;;439.36;;67.29;0.886;2.425;51.73
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIITÁ;ITÁ;170;92;2026-02-22;367.67;263.4;59.6;405.15;312.0;0.0;;312.0;;583.46;;96.29;-1.894;4.5425;88.54
S ;Sul;RCU;URUGUAI        ;SUL                 ;PFPFUN;PASSO FUNDO;171;93;2026-02-22;595.1;335.66;71.33;7.51;67.0;0.0;;67.0;;18.37;;18.37;0.373;0.695;8.58
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHMO;MONJOLINHO;172;94;2026-02-22;327.85;264.92;67.29;72.37;89.0;0.0;;89.0;;30.7;;13.14;-0.081;0.8275;4.13
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHFC;FOZ CHAPECO;173;103;2026-02-22;264.36;211.42;35.67;429.54;394.0;81.0;0.0;475.0;0.0;807.82;;92.81;-1.289;6.3175;22.45
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUQQX;QUEBRA QUEIXO;174;95;2026-02-22;545.61;426.52;30.97;27.06;55.0;0.0;1.0;56.0;;28.35;;28.35;0.067;0.1;27.23
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUSJO;SAO JOSE;175;101;2026-02-22;154.17;132.95;50.0;146.13;107.0;13.0;;120.0;;165.17;;165.17;0.289;1.54;147.96
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHPJ;PASSO SAO JOAO;176;102;2026-02-22;127.71;99.02;52.18;151.66;217.0;31.0;0.0;248.0;0.0;177.92;;6.17;0.054;1.845;27.35
NE;Nordeste;FIO;JEQUITINHONHA  ;NORDESTE            ;JEUITP;ITAPEBI;68;154;2026-02-23;109.52;26.99;52.0;174.87;137.0;30.0;0.0;167.0;0.0;160.86;;80.97;-0.495;3.2957;59.52
NE;Nordeste;RCU;PARAGUACU      ;NORDESTE            ;PGUCV;PEDRA DO CAVALO;109;189;2026-02-23;112.63;3.39;75.53;51.2;12.0;0.0;;12.0;13.0;50.73;;50.73;-0.476;7.82;50.73
NE;Nordeste;RCU;PARNAIBA       ;NORDESTE            ;PIBESP;BOA ESPERANÇA;110;190;2026-02-23;300.94;258.97;44.77;546.63;292.0;0.0;;292.0;;561.99;;561.99;8.186;0.8886;555.7
NE;Nordeste;RCU;SAO FRANCISCO  ;NORDESTE            ;SFSOBR;SOBRADINHO;180;169;2026-02-23;389.52;361.77;62.61;3600.0;1025.0;0.0;;1025.0;;5799.84;;3759.84;123.727;74.64;3759.84
NE;Nordeste;RCU;SAO FRANCISCO  ;NORDESTE            ;SFLGON;LUIZ GONZAGA;181;172;2026-02-23;301.2;251.54;40.46;920.0;980.0;0.0;;980.0;;5955.05;;53.54;19.94;121.3;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFMOXO;APOLONIO SALES;182;173;2026-02-23;251.67;230.27;83.25;965.72;135.0;0.0;;135.0;796.0;5955.05;;0.0;;123.5029;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFP123;P. AFONSO 1,2,3;183;174;2026-02-23;230.21;0.0;96.94;156.63;152.0;0.0;;152.0;;5955.05;;0.0;0.143;123.5729;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFPAF4;P. AFONSO 4;184;175;2026-02-23;251.49;137.76;74.16;865.44;796.0;0.0;;796.0;;5955.05;;0.0;;0.0;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFXING;XINGO;185;178;2026-02-23;137.63;14.87;56.1;948.0;997.0;0.0;;997.0;;5690.51;;0.0;1.717;123.9357;
N ;Norte;FIO;ARAGUARI       ;MANAUS-AMAPA        ;AAUCCA;CACHOEIRA CALDEIRAO;1;204;2026-02-23;58.46;42.28;117.92;1254.14;1022.0;105.0;;1127.0;;1227.03;;1227.03;0.682;;1254.83
N ;Norte;FIO;ARAGUARI       ;MANAUS-AMAPA        ;AMUHCN;COARACY NUNES;2;280;2026-02-23;42.12;21.98;99.54;1120.1;414.0;673.0;;1087.0;;1222.97;;3.72;;0.0;-15.36
N ;Norte;FIO;ARAGUARI       ;MANAUS-AMAPA        ;AAFGO;FERREIRA GOMES;3;284;2026-02-23;20.45;3.49;14.48;1061.07;1099.0;0.0;;1099.0;;1225.51;;9.93;0.255;0.01;-41.91
N ;Norte;RCU;AMAZONAS       ;MANAUS-AMAPA        ;AMUHBB;BALBINA;10;277;2026-02-23;48.81;24.97;50.65;900.6;430.0;0.0;;430.0;;861.82;;861.82;24.74;0.04;925.45
N ;Norte;RCU;AMAZONAS       ;BELO MONTE          ;CRCURU;CURUA-UNA;16;272;2026-02-23;28.94;10.84;41.16;226.48;158.0;0.0;;158.0;;221.96;;221.96;0.26;0.06;226.8
N ;Norte;FIO;AMAZONAS       ;MANAUS-AMAPA        ;AMSAJ;STO ANTONIO DO JARI;17;286;2026-02-23;29.22;3.78;12.46;1001.05;1064.0;0.0;6.0;1070.0;;1002.93;;1002.93;0.424;0.93;1002.4
N ;Norte;FIO;AMAZONAS       ;BELO MONTE          ;AMUSBM;BELO MONTE;18;288;2026-02-23;94.67;5.01;48.9;0.0;7724.0;0.0;0.0;7724.0;0.0;0.0;7970.38;0.0;0.0;;0.0
N ;Norte;FIO;AMAZONAS       ;BELO MONTE          ;AMUSPM;PIMENTAL;19;314;2026-02-23;96.13;83.51;40.32;9751.94;2101.0;202.0;0.0;2303.0;7487.53;9905.28;1934.9;9905.28;0.0;6.8829;9758.83
N ;Norte;FIO;TOCANTINS      ;NORTE               ;TOUHET;ESTREITO;218;267;2026-02-23;153.57;133.21;47.27;5031.11;4353.0;0.0;;4353.0;;4465.61;;2600.56;1.262;14.0071;2754.72
N ;Norte;RCU;TOCANTINS      ;NORTE               ;TOTUCU;TUCURUI;219;275;2026-02-23;65.85;7.49;47.79;12396.67;9841.0;0.0;;9841.0;;11932.77;;8501.51;2.464;34.3371;8212.54
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;MADEIRA             ;AMUGUA;GUAPORE;4;196;2026-02-23;479.17;304.57;93.66;38.96;37.0;0.0;3.0;40.0;;38.06;;38.06;0.01;0.0429;39.01
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;MADEIRA             ;AMUHJI;JIRAU;5;285;2026-02-23;90.0;74.59;100.0;28768.13;26039.0;2490.0;277.0;28806.0;0.0;28699.66;;28699.66;-9.359;64.6;28823.37
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;MADEIRA             ;AMUSSN;SANTO ANTONIO;6;287;2026-02-23;71.28;56.79;98.4;28230.0;24944.0;2678.0;608.0;28230.0;0.0;28913.26;;548.53;-8.832;64.6;-502.98
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS       ;MADEIRA             ;AMSU;SAMUEL;7;279;2026-02-23;87.06;57.79;91.88;729.5;618.0;182.0;;800.0;;785.85;;785.85;3.156;0.41;733.05
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS       ;MADEIRA             ;AMUHRD;RONDON II;8;276;2026-02-23;267.42;205.57;85.67;143.82;128.0;0.0;24.0;152.0;;144.33;;144.33;0.235;0.28;144.33
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;MADEIRA             ;AMDA;DARDANELOS;9;310;2026-02-23;213.98;117.32;96.0;956.0;298.0;658.0;0.0;956.0;0.0;956.2;;956.2;0.002;0.2;956.2
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMJRN;JURUENA;11;309;2026-02-23;452.17;416.8;302.27;147.21;133.0;15.0;0.0;148.0;;149.53;;149.53;0.002;2.32;149.53
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS       ;TELES PIRES         ;AMSNPE;SINOP;12;227;2026-02-23;297.45;273.25;45.55;1584.81;1358.0;34.0;;1392.0;;1539.71;;1539.71;0.0;6.1486;1590.96
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMCLR;COLIDER;13;228;2026-02-23;266.94;250.15;-600.91;1424.58;1003.0;141.0;;1144.0;;1669.88;;143.03;0.0;6.1486;50.94
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMUHTP;TELES PIRES;14;229;2026-02-23;220.43;165.01;97.91;5163.22;3205.0;1924.0;;5129.0;;5458.27;;3714.7;2.352;6.4414;3767.02
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMUSMA;SAO MANOEL;15;230;2026-02-23;161.44;140.15;100.0;5033.0;3808.0;1225.0;;5033.0;;5518.06;;33.74;0.0;6.4414;-80.89
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCUHEC;CANDONGA;23;139;2026-02-23;327.09;279.81;58.17;224.84;230.0;0.0;2.0;230.0;;233.03;;233.03;-0.006;0.8357;225.67
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;PCGAMO;GUILM. AMORIM;24;192;2026-02-23;494.48;377.69;81.68;87.69;87.0;0.0;2.0;87.0;;85.82;;85.82;-0.005;0.6129;88.3
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCSCAR;SA CARVALHO;25;193;2026-02-23;372.85;257.19;92.86;84.65;52.0;33.0;;85.0;;85.75;;1.93;-0.001;0.62;-0.84
SE;Sudeste/Centro-Oeste;RES;DOCE           ;SUDESTE             ;DCSACM;SANTONIO CM;26;193;2026-02-23;361.14;;;183.0;;118.0;;118.0;67.0;;;;;;
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;SASGCM;SALTO GRANDE CM;27;134;2026-02-23;354.58;257.03;81.87;101.69;100.0;1.0;;101.0;;203.46;;203.46;0.003;0.2471;219.94
SE;Sudeste/Centro-Oeste;RCU;DOCE           ;SUDESTE             ;DCPORT;PORTO ESTRELA;28;135;2026-02-23;255.7;205.73;77.78;202.29;195.0;0.0;;195.0;;200.1;;0.0;-0.001;0.2671;-12.02
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCUBAG;BAGUARI;29;141;2026-02-23;184.88;165.73;74.66;519.76;413.0;99.0;0.0;512.0;;697.54;;248.42;0.081;4.7071;159.32
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCAIMO;AIMORES;30;143;2026-02-23;89.83;61.65;58.15;485.56;511.0;0.0;16.0;527.0;;712.8;;106.23;-0.117;6.9529;2.19
SE;Sudeste/Centro-Oeste;FIO;DOCE           ;SUDESTE             ;DCMASC;MASCARENHAS;31;144;2026-02-23;60.55;39.47;83.42;821.56;827.0;0.0;;827.0;;896.11;;190.13;-0.055;9.2029;302.34
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRCAMA;CAMARGOS;32;1;2026-02-23;912.1;885.77;90.92;133.66;45.0;0.0;;45.0;;113.23;;113.23;0.238;0.2571;134.15
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRITUT;ITUTINGA;33;2;2026-02-23;885.75;856.36;94.0;48.622;49.0;0.0;0.0;49.0;;113.23;;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRFUNI;FUNIL-MG;34;4;2026-02-23;808.0;767.6;100.0;336.74;304.0;17.0;;321.0;;354.06;;243.98;0.172;1.2643;295.42
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRFURN;FURNAS;35;6;2026-02-23;760.85;671.59;48.68;984.22;512.0;0.0;1.0;512.0;;1124.3;;831.78;2.329;5.4743;734.93
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRMMOR;M. MORAES;36;7;2026-02-23;663.39;621.0;74.28;629.69;1029.0;0.0;0.0;1029.0;;1344.08;;184.13;0.438;6.2514;171.91
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRLCBA;L. C. BARRETO;37;8;2026-02-23;621.03;557.96;62.88;1084.0;834.0;0.0;0.0;834.0;;1362.98;;42.49;0.142;6.35;79.07
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRJAGU;JAGUARA;38;9;2026-02-23;557.53;513.28;67.67;873.64;909.0;107.0;;1016.0;;1369.63;;17.58;0.091;6.4229;36.47
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRIGAR;IGARAPAVA;39;10;2026-02-23;511.84;495.59;9.86;1224.42;1321.0;43.0;0.0;1364.0;;1404.17;;50.31;0.207;6.5914;235.46
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRVGRA;VOLTA GRANDE;40;11;2026-02-23;494.49;467.51;72.01;1420.44;1351.0;0.0;;1351.0;;1510.27;;112.34;0.932;7.18;103.8
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;GRPCOL;P. COLOMBIA;41;12;2026-02-23;466.95;444.32;84.7;1480.27;919.0;449.0;0.0;1368.0;;1785.57;;269.08;0.767;10.0043;276.86
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;PDCACO;CACONDE;42;14;2026-02-23;851.62;753.08;80.43;76.86;61.0;0.0;0.0;61.0;;74.4;;74.4;0.164;0.4743;77.49
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;PDECUN;E. DA CUNHA;43;15;2026-02-23;664.15;578.08;81.02;97.31;98.0;0.0;0.0;98.0;;116.31;;46.97;0.005;1.0386;43.87
SE;Sudeste/Centro-Oeste;FIO;GRANDE         ;PARANA              ;PDLIMO;LIMOEIRO;44;16;2026-02-23;572.48;547.03;90.53;91.11;94.0;0.0;0.0;94.0;;116.85;;1.74;;;-6.81
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRMARI;MARIMBONDO;45;17;2026-02-23;442.84;382.5;73.21;1900.12;1686.0;0.0;64.0;1686.0;;2579.85;;642.04;2.414;23.1686;571.16
SE;Sudeste/Centro-Oeste;RCU;GRANDE         ;PARANA              ;GRAGVL;A. VERMELHA;46;18;2026-02-23;380.4;327.38;65.73;1931.99;1400.0;0.0;0.0;1400.0;;3126.07;;319.03;4.808;25.9371;297.56
SE;Sudeste/Centro-Oeste;FIO;ITABAPOANA     ;SUDESTE             ;ITRSL;ROSAL;66;217;2026-02-23;555.19;362.05;103.71;38.55;33.0;1.0;2.0;36.0;;36.64;;36.64;0.008;0.1443;38.7
SE;Sudeste/Centro-Oeste;RCU;JEQUITINHONHA  ;SUDESTE             ;JEIRAP;IRAPE;67;148;2026-02-23;501.61;331.16;71.54;232.96;120.0;0.0;;120.0;;233.74;;233.74;0.497;0.2814;233.74
SE;Sudeste/Centro-Oeste;FIO;MUCURI         ;SUDESTE             ;MUSCLA;STA.CLARA-MG;81;283;2026-02-23;84.92;33.29;76.69;41.26;32.0;0.0;0.0;32.0;0.0;52.03;;52.03;0.009;1.01;42.28
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBPARA;PARAIBUNA;82;121;2026-02-23;705.1;624.8;46.97;418.03;19.0;0.0;0.0;19.0;;101.93;;101.93;-0.707;0.13;417.45
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBSTAB;SANTA BRANCA;83;122;2026-02-23;614.92;;46.47;43.56;36.0;0.0;;36.0;;111.1;;14.83;-0.071;0.1571;24.52
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBJAGU;JAGUARI;84;120;2026-02-23;614.06;556.27;46.0;58.56;12.0;0.0;0.0;12.0;9.0;42.45;;42.45;-0.202;0.1;58.45
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL ;SUDESTE             ;PBFUNI;FUNIL;85;123;2026-02-23;461.0;394.02;67.81;224.04;137.0;0.0;0.0;137.0;;240.28;;136.53;-0.415;6.2214;189.09
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL ;SUDESTE             ;PBSTAC;SANTA CECILIA;86;125;2026-02-23;352.13;;53.56;236.25;;108.0;;108.0;147.0;312.85;;89.08;-0.016;6.8843;85.9
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBPCDA;PICADA;87;126;2026-02-23;659.26;526.67;112.73;47.35;41.0;5.0;1.0;47.0;;47.4;;47.4;-0.009;0.06;47.4
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PUSOBR;SOBRAGI;88;127;2026-02-23;437.9;356.11;166.67;119.12;46.0;73.0;0.0;119.0;0.0;115.31;;67.22;-0.001;0.8514;72.07
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;PBANTA;ANTA;89;128;2026-02-23;251.37;234.52;87.0;495.38;150.0;135.0;0.0;285.0;201.99;762.58;568.26;289.52;;8.7686;252.16
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBUSSI;SIMPLICIO;90;129;2026-02-23;249.52;139.5;62.32;202.0;205.0;0.0;0.0;205.0;;0.01;201.99;8.769;;8.7686;8.769
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBILHP;ILHA POMBOS;91;130;2026-02-23;139.65;;83.7;622.76;587.0;39.0;;626.0;;875.94;681.62;117.68;0.038;8.9471;106.56
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPSANT;SANTANA;92;181;2026-02-23;362.86;;60.35;4.51;;0.0;;0.0;147.0;34.32;170.91;10.91;;;2.48
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL ;SUDESTE             ;PBVIG;VIGARIO;93;182;2026-02-23;398.2;;71.47;147.126;;146.0;;146.0;;0.0;170.91;0.0;;0.0;147.126
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLNPEC;NILO PEÇANHA;94;131;2026-02-23;398.2;;;134.0;134.0;;;134.0;;11.02;144.0;0.0;0.0;0.03;-11.97
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPTOCO;TOCOS;95;180;2026-02-23;445.44;;45.7;16.23;;2.0;;2.0;14.0;23.41;;23.41;;0.03;16.26
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RLLAJE;LAJES;96;124;2026-02-23;414.01;;93.3;33.19;;23.0;;23.0;-2.0;11.02;34.43;11.02;-0.417;0.03;18.8
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLFONT;FONTES;97;132;2026-02-23;414.01;;;33.19;38.0;;;38.0;;11.02;43.91;0.0;0.0;0.03;-100.81
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLPPAS;PEREIRA PASSOS;98;133;2026-02-23;86.14;;90.33;33.19;168.0;0.0;;168.0;;11.02;187.91;;-0.011;0.03;1.167
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBBBRA;BARRA BRAUNA;99;185;2026-02-23;150.62;126.59;29.6;144.93;141.0;0.0;;141.0;;167.43;;167.43;0.051;1.6429;146.62
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUSBL;BATALHA;111;20;2026-02-23;797.34;755.55;76.22;295.73;72.0;0.0;0.0;72.0;;186.51;;186.51;1.133;0.7829;297.64
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUHSF;S.DO FACÃO;112;21;2026-02-23;747.06;675.1;52.25;276.39;129.0;0.0;0.0;129.0;;295.9;;116.76;0.86;0.9771;205.11
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PREMBO;EMBORCAÇÃO;113;24;2026-02-23;645.81;521.87;54.71;497.5;610.0;0.0;;610.0;;686.96;;408.35;0.882;2.9514;376.86
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRNPON;NOVA PONTE;114;25;2026-02-23;795.43;697.1;35.94;435.85;373.0;0.0;;373.0;;368.26;;368.26;1.081;1.28;438.21
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;ARMIRA;MIRANDA;115;26;2026-02-23;695.22;624.77;73.19;473.92;451.0;0.0;;451.0;;385.35;;27.28;0.161;1.41;140.21
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNCPB1;C.BRANCO-1;116;27;2026-02-23;623.62;566.34;45.18;472.72;470.0;0.0;7.0;477.0;0.0;385.99;;3.41;0.062;1.8043;51.55
